instance_id	instance_type	region	state	launch_time_utc	end_time_utc	wall_seconds	wall_hours	ec2_rate_usd_per_hour	ebs_rate_usd_per_gb_month	root_volume_gb	ec2_cost_usd	ebs_cost_usd	total_cost_usd
i-08c63e9efa27f662a	t4g.small	us-east-1	terminated	2026-05-26T02:35:15+00:00	2026-05-26T02:40:31.650613+00:00	317	0.087959	0.0168000000	0.0800000000	32	0.00147770	0.00030846	0.00178616
