run_label	benchmark	runtime	sample_index	inner_repeat	expected_result	result	result_ok	retval	exec_ns	compile_ns	native_code_bytes	bpf_bytecode_bytes	cycles	instructions	cache_references	cache_misses	branches	branch_misses	task_clock_ns	perf_collected	perf_error	perf_scope	tags
control-all	prefetch_packet_first_deref	kernel	0	10000	4428431760099841926	4428431760099841926	true	2	2867	5245750	704	1080	25180537	215431337	0	0	22001569	3316	28759942	true		full_repeat_raw	memory,prefetch,candidate-filtering,packet-first-deref,new-2026-05-31,pure-jit
control-all	prefetch_packet_first_deref	kernel	1	10000	4428431760099841926	4428431760099841926	true	2	2889	5295879	704	1080	25190077	215144625	0	0	22002152	3364	28980480	true		full_repeat_raw	memory,prefetch,candidate-filtering,packet-first-deref,new-2026-05-31,pure-jit
control-all	prefetch_packet_first_deref	kernel	2	10000	4428431760099841926	4428431760099841926	true	2	2866	5224920	704	1080	25177397	215733164	0	0	22001941	3276	28740470	true		full_repeat_raw	memory,prefetch,candidate-filtering,packet-first-deref,new-2026-05-31,pure-jit
control-all	prefetch_single_first_deref	kernel	0	10000	5246875435158093649	5246875435158093649	true	2	51	635024	600	920	1393567	5226384	0	0	569266	0	599805	true		full_repeat_raw	memory,prefetch,selector-v3,packet-first-deref,synthetic-control,new-2026-06-01,pure-jit
control-all	prefetch_single_first_deref	kernel	1	10000	5246875435158093649	5246875435158093649	true	2	51	631334	600	920	1408409	5227463	0	0	569568	0	608667	true		full_repeat_raw	memory,prefetch,selector-v3,packet-first-deref,synthetic-control,new-2026-06-01,pure-jit
control-all	prefetch_single_first_deref	kernel	2	10000	5246875435158093649	5246875435158093649	true	2	51	635231	600	920	1385531	5226023	0	0	569210	0	609666	true		full_repeat_raw	memory,prefetch,selector-v3,packet-first-deref,synthetic-control,new-2026-06-01,pure-jit
default-structural	prefetch_distance_0	kernel	0	10000	5236797948973314713	5236797948973314713	true	2	310	5835815	504	760	8094126	35037175	0	0	2159465	0	3189877	true		full_repeat_raw	memory,prefetch,distance-sweep,new-2026-05-31,pure-jit
default-structural	prefetch_distance_0	kernel	1	10000	5236797948973314713	5236797948973314713	true	2	309	5754202	504	760	8077408	35035884	0	0	2159173	0	3182053	true		full_repeat_raw	memory,prefetch,distance-sweep,new-2026-05-31,pure-jit
default-structural	prefetch_distance_0	kernel	2	10000	5236797948973314713	5236797948973314713	true	2	304	6369984	504	760	7937056	35035813	0	0	2159158	0	3128811	true		full_repeat_raw	memory,prefetch,distance-sweep,new-2026-05-31,pure-jit
default-structural	prefetch_distance_2	kernel	0	10000	17644988031226504103	17644988031226504103	true	2	578	8227759	656	1016	15052120	68387101	0	0	3439450	0	5868042	true		full_repeat_raw	memory,prefetch,distance-sweep,new-2026-05-31,pure-jit
default-structural	prefetch_distance_2	kernel	1	10000	17644988031226504103	17644988031226504103	true	2	578	8252222	656	1016	15050860	68385809	0	0	3439158	0	5870914	true		full_repeat_raw	memory,prefetch,distance-sweep,new-2026-05-31,pure-jit
default-structural	prefetch_distance_2	kernel	2	10000	17644988031226504103	17644988031226504103	true	2	577	8329928	656	1016	15048935	68385884	0	0	3439173	0	5867109	true		full_repeat_raw	memory,prefetch,distance-sweep,new-2026-05-31,pure-jit
default-structural	prefetch_distance_4	kernel	0	10000	1273944769105833849	1273944769105833849	true	2	854	8663713	664	1016	22234430	98465809	0	0	6639158	0	8629267	true		full_repeat_raw	memory,prefetch,distance-sweep,new-2026-05-31,pure-jit
default-structural	prefetch_distance_4	kernel	1	10000	1273944769105833849	1273944769105833849	true	2	853	8547478	664	1016	22200393	98465884	0	0	6639173	0	8624504	true		full_repeat_raw	memory,prefetch,distance-sweep,new-2026-05-31,pure-jit
default-structural	prefetch_distance_4	kernel	2	10000	1273944769105833849	1273944769105833849	true	2	853	8489276	664	1016	22211640	98467175	0	0	6639465	0	8622703	true		full_repeat_raw	memory,prefetch,distance-sweep,new-2026-05-31,pure-jit
default-structural	prefetch_distance_8	kernel	0	10000	2656538606467263818	2656538606467263818	true	2	1417	9751650	664	1016	25179056	154797833	0	0	11761333	0	14242622	true		full_repeat_raw	memory,prefetch,distance-sweep,new-2026-05-31,pure-jit
default-structural	prefetch_distance_8	kernel	1	10000	2656538606467263818	2656538606467263818	true	2	1421	9561661	664	1016	25191039	154799791	0	0	11761755	0	14315416	true		full_repeat_raw	memory,prefetch,distance-sweep,new-2026-05-31,pure-jit
default-structural	prefetch_distance_8	kernel	2	10000	2656538606467263818	2656538606467263818	true	2	1416	9642852	664	1016	25199078	154795166	0	0	11760879	0	14235405	true		full_repeat_raw	memory,prefetch,distance-sweep,new-2026-05-31,pure-jit
default-structural	prefetch_distance_16	kernel	0	10000	7931970485254346198	7931970485254346198	true	2	2545	11324889	672	1016	25201932	207492918	0	0	22001800	2522	25544962	true		full_repeat_raw	memory,prefetch,distance-sweep,new-2026-05-31,pure-jit
default-structural	prefetch_distance_16	kernel	1	10000	7931970485254346198	7931970485254346198	true	2	2544	11302341	672	1016	25204714	207551921	0	0	22002416	2527	25529836	true		full_repeat_raw	memory,prefetch,distance-sweep,new-2026-05-31,pure-jit
default-structural	prefetch_distance_16	kernel	2	10000	7931970485254346198	7931970485254346198	true	2	2545	11215150	672	1016	25217935	207594375	0	0	22002595	2509	25533593	true		full_repeat_raw	memory,prefetch,distance-sweep,new-2026-05-31,pure-jit
default-structural	prefetch_distance_32	kernel	0	10000	3173420694548969481	3173420694548969481	true	2	4912	14876634	664	1008	49635997	197330545	2804041	516	25689352	4149	49235781	true		full_repeat_raw	memory,prefetch,distance-sweep,new-2026-05-31,pure-jit
default-structural	prefetch_distance_32	kernel	1	10000	3173420694548969481	3173420694548969481	true	2	4912	14931490	664	1008	49629338	197581267	2800189	450	25707763	4151	49231330	true		full_repeat_raw	memory,prefetch,distance-sweep,new-2026-05-31,pure-jit
default-structural	prefetch_distance_32	kernel	2	10000	3173420694548969481	3173420694548969481	true	2	4912	14865168	664	1008	49624416	197469750	2803365	524	25695792	4145	49236266	true		full_repeat_raw	memory,prefetch,distance-sweep,new-2026-05-31,pure-jit
default-structural	prefetch_indirect_lookup	kernel	0	10000	16342531704906166951	16342531704906166951	true	2	1590	11899396	680	1064	25223599	177798655	0	0	11761471	0	15971162	true		full_repeat_raw	memory,prefetch,indirect-lookup,new-2026-05-31,pure-jit
default-structural	prefetch_indirect_lookup	kernel	1	10000	16342531704906166951	16342531704906166951	true	2	1586	11902443	680	1064	25245292	177794814	0	0	11760802	0	15934191	true		full_repeat_raw	memory,prefetch,indirect-lookup,new-2026-05-31,pure-jit
default-structural	prefetch_indirect_lookup	kernel	2	10000	16342531704906166951	16342531704906166951	true	2	1584	12066153	680	1064	25218181	177794960	0	0	11760782	0	15918025	true		full_repeat_raw	memory,prefetch,indirect-lookup,new-2026-05-31,pure-jit
default-structural	prefetch_indirect_two_stage	kernel	0	10000	901462245269644474	901462245269644474	true	2	2086	7823662	760	1192	25211466	217065566	0	0	17521962	788	20946789	true		full_repeat_raw	memory,prefetch,indirect-lookup,two-stage,new-2026-06-01,pure-jit
default-structural	prefetch_indirect_two_stage	kernel	1	10000	901462245269644474	901462245269644474	true	2	2086	7642132	760	1192	25223285	217016837	0	0	17522287	891	20952016	true		full_repeat_raw	memory,prefetch,indirect-lookup,two-stage,new-2026-06-01,pure-jit
default-structural	prefetch_indirect_two_stage	kernel	2	10000	901462245269644474	901462245269644474	true	2	2086	7684412	760	1192	25212051	216991140	0	0	17522010	681	20946210	true		full_repeat_raw	memory,prefetch,indirect-lookup,two-stage,new-2026-06-01,pure-jit
default-structural	prefetch_cacheline_dedup_scan	kernel	0	10000	14518078625247753906	14518078625247753906	true	2	1687	44974968	1032	1736	25226291	197006662	0	0	11761151	0	16942634	true		full_repeat_raw	memory,prefetch,cacheline-dedup,new-2026-06-01,pure-jit
default-structural	prefetch_cacheline_dedup_scan	kernel	1	10000	14518078625247753906	14518078625247753906	true	2	1686	44966970	1032	1736	25220865	197005344	0	0	11760877	0	16949323	true		full_repeat_raw	memory,prefetch,cacheline-dedup,new-2026-06-01,pure-jit
default-structural	prefetch_cacheline_dedup_scan	kernel	2	10000	14518078625247753906	14518078625247753906	true	2	1685	44949593	1032	1736	25219512	197004114	0	0	11760640	0	16929877	true		full_repeat_raw	memory,prefetch,cacheline-dedup,new-2026-06-01,pure-jit
default-structural	prefetch_packet_offset_guarded	kernel	0	10000	15179177712494507727	15179177712494507727	true	2	3539	15945390	720	1120	25216071	213650163	1247544	0	22757066	4665	35488381	true		full_repeat_raw	memory,prefetch,guarded-offset,new-2026-06-01,pure-jit
default-structural	prefetch_packet_offset_guarded	kernel	1	10000	15179177712494507727	15179177712494507727	true	2	3538	15914278	720	1120	25251816	214061925	1241262	0	22782857	4686	35472496	true		full_repeat_raw	memory,prefetch,guarded-offset,new-2026-06-01,pure-jit
default-structural	prefetch_packet_offset_guarded	kernel	2	10000	15179177712494507727	15179177712494507727	true	2	3539	16112626	720	1120	25190905	213694103	1249202	0	22754543	4847	35489159	true		full_repeat_raw	memory,prefetch,guarded-offset,new-2026-06-01,pure-jit
default-structural	prefetch_full_packet_ring_scan	kernel	0	10000	1680051385401217701	1680051385401217701	true	2	3820	13581678	688	1056	25235030	218070045	2994721	0	22104646	5025	38295676	true		full_repeat_raw	memory,prefetch,packet-working-set,new-2026-06-01,pure-jit
default-structural	prefetch_full_packet_ring_scan	kernel	1	10000	1680051385401217701	1680051385401217701	true	2	3825	16026205	688	1056	25200213	217146134	3019416	0	22052919	5060	38343541	true		full_repeat_raw	memory,prefetch,packet-working-set,new-2026-06-01,pure-jit
default-structural	prefetch_full_packet_ring_scan	kernel	2	10000	1680051385401217701	1680051385401217701	true	2	3760	13495295	688	1056	25203623	220992641	2838383	0	22434280	4969	37691880	true		full_repeat_raw	memory,prefetch,packet-working-set,new-2026-06-01,pure-jit
default-structural	prefetch_hot_l1_load	kernel	0	10000	15525889724183181886	15525889724183181886	true	2	163	4786546	464	728	4268936	16665813	0	0	2179159	0	1717366	true		full_repeat_raw	memory,prefetch,candidate-filtering,hot-l1,new-2026-05-31,pure-jit
default-structural	prefetch_hot_l1_load	kernel	1	10000	15525889724183181886	15525889724183181886	true	2	163	4698965	464	728	4292631	16665813	0	0	2179159	0	1714677	true		full_repeat_raw	memory,prefetch,candidate-filtering,hot-l1,new-2026-05-31,pure-jit
default-structural	prefetch_hot_l1_load	kernel	2	10000	15525889724183181886	15525889724183181886	true	2	163	4771044	464	728	4283580	16667105	0	0	2179451	0	1721020	true		full_repeat_raw	memory,prefetch,candidate-filtering,hot-l1,new-2026-05-31,pure-jit
default-structural	prefetch_sequential_scan	kernel	0	10000	17814162929419258092	17814162929419258092	true	2	295	3319804	520	744	7722376	35709324	0	0	1529855	0	3045386	true		full_repeat_raw	memory,prefetch,candidate-filtering,sequential,new-2026-05-31,pure-jit
default-structural	prefetch_sequential_scan	kernel	1	10000	17814162929419258092	17814162929419258092	true	2	295	3253938	520	744	7704702	35706002	0	0	1529199	0	3039297	true		full_repeat_raw	memory,prefetch,candidate-filtering,sequential,new-2026-05-31,pure-jit
default-structural	prefetch_sequential_scan	kernel	2	10000	17814162929419258092	17814162929419258092	true	2	296	3339108	520	744	7735890	35705981	0	0	1529198	0	3056891	true		full_repeat_raw	memory,prefetch,candidate-filtering,sequential,new-2026-05-31,pure-jit
default-structural	prefetch_large_stride_scan	kernel	0	10000	770719547157072484	770719547157072484	true	2	1955	10444508	656	1008	25199515	209836551	0	0	16881138	0	19632957	true		full_repeat_raw	memory,prefetch,candidate-filtering,large-stride,new-2026-05-31,pure-jit
default-structural	prefetch_large_stride_scan	kernel	1	10000	770719547157072484	770719547157072484	true	2	1956	10449230	656	1008	25188159	209834566	0	0	16880719	0	19639829	true		full_repeat_raw	memory,prefetch,candidate-filtering,large-stride,new-2026-05-31,pure-jit
default-structural	prefetch_large_stride_scan	kernel	2	10000	770719547157072484	770719547157072484	true	2	1955	10376909	656	1008	25254543	209835851	0	0	16880956	0	19625118	true		full_repeat_raw	memory,prefetch,candidate-filtering,large-stride,new-2026-05-31,pure-jit
default-structural	prefetch_permuted_index_scan	kernel	0	10000	15322165717602243017	15322165717602243017	true	2	342	7398945	600	952	8937003	44726077	0	0	2159214	0	3513368	true		full_repeat_raw	memory,prefetch,candidate-filtering,permuted-index,new-2026-05-31,pure-jit
default-structural	prefetch_permuted_index_scan	kernel	1	10000	15322165717602243017	15322165717602243017	true	2	342	7441064	600	952	8955060	44725888	0	0	2159174	0	3519440	true		full_repeat_raw	memory,prefetch,candidate-filtering,permuted-index,new-2026-05-31,pure-jit
default-structural	prefetch_permuted_index_scan	kernel	2	10000	15322165717602243017	15322165717602243017	true	2	342	7620688	600	952	8936154	44725994	0	0	2159197	0	3508689	true		full_repeat_raw	memory,prefetch,candidate-filtering,permuted-index,new-2026-05-31,pure-jit
default-structural	prefetch_packet_first_deref	kernel	0	10000	4428431760099841926	4428431760099841926	true	2	2896	14315526	704	1096	25224272	214209373	0	0	22001800	3375	29047259	true		full_repeat_raw	memory,prefetch,candidate-filtering,packet-first-deref,new-2026-05-31,pure-jit
default-structural	prefetch_packet_first_deref	kernel	1	10000	4428431760099841926	4428431760099841926	true	2	2896	14307491	704	1096	25188524	214004807	0	0	22001578	3379	29046528	true		full_repeat_raw	memory,prefetch,candidate-filtering,packet-first-deref,new-2026-05-31,pure-jit
default-structural	prefetch_packet_first_deref	kernel	2	10000	4428431760099841926	4428431760099841926	true	2	2899	14412898	704	1096	25209785	214011630	0	0	22001845	3455	29083140	true		full_repeat_raw	memory,prefetch,candidate-filtering,packet-first-deref,new-2026-05-31,pure-jit
default-structural	prefetch_single_first_deref	kernel	0	10000	5246875435158093649	5246875435158093649	true	2	51	8317500	608	936	1388033	5236000	0	0	569198	0	599547	true		full_repeat_raw	memory,prefetch,selector-v3,packet-first-deref,synthetic-control,new-2026-06-01,pure-jit
default-structural	prefetch_single_first_deref	kernel	1	10000	5246875435158093649	5246875435158093649	true	2	51	8335995	608	936	1388768	5237024	0	0	569437	0	597984	true		full_repeat_raw	memory,prefetch,selector-v3,packet-first-deref,synthetic-control,new-2026-06-01,pure-jit
default-structural	prefetch_single_first_deref	kernel	2	10000	5246875435158093649	5246875435158093649	true	2	51	8348890	608	936	1383049	5237205	0	0	569475	0	596859	true		full_repeat_raw	memory,prefetch,selector-v3,packet-first-deref,synthetic-control,new-2026-06-01,pure-jit
map-page-stride	prefetch_map_page_stride	kernel	0	10000	5171437513957054730	5171437513957054730	true	2	10428	21117196	640	936	114705748	514821998	7884316	312344	48634562	7763	104392918	true		full_repeat_raw	memory,prefetch,map-working-set,page-stride,new-2026-06-01,kernel-only
map-page-stride	prefetch_map_page_stride	kernel	1	10000	5171437513957054730	5171437513957054730	true	2	10359	20998319	640	936	112916963	518222465	7777175	282547	48962440	3965	103711410	true		full_repeat_raw	memory,prefetch,map-working-set,page-stride,new-2026-06-01,kernel-only
map-page-stride	prefetch_map_page_stride	kernel	2	10000	5171437513957054730	5171437513957054730	true	2	10415	23467103	640	936	114377992	515064377	7879133	287014	48634987	3971	104277007	true		full_repeat_raw	memory,prefetch,map-working-set,page-stride,new-2026-06-01,kernel-only
upper-page-stride	prefetch_upper_page_stride	kernel	0	10000	10526166669351037997	10526166669351037997	true	2	11870	26032345	1264	2064	152028500	616552712	36485008	1646497	7961717	3825	118808588	true		full_repeat_raw	memory,prefetch,map-working-set,page-stride,synthetic-control,upper-bound,new-2026-06-02,kernel-only
upper-page-stride	prefetch_upper_page_stride	kernel	1	10000	10526166669351037997	10526166669351037997	true	2	11851	25843815	1264	2064	151515168	615558320	36557696	1650111	7975238	6830	118632563	true		full_repeat_raw	memory,prefetch,map-working-set,page-stride,synthetic-control,upper-bound,new-2026-06-02,kernel-only
upper-page-stride	prefetch_upper_page_stride	kernel	2	10000	10526166669351037997	10526166669351037997	true	2	11873	27522928	1264	2064	152088789	616572083	36496036	1647557	7959072	6820	118835262	true		full_repeat_raw	memory,prefetch,map-working-set,page-stride,synthetic-control,upper-bound,new-2026-06-02,kernel-only
pipeline-page-stride	prefetch_pipeline_page_stride	kernel	0	10000	2999102902642040864	2999102902642040864	true	2	11475	24726744	1280	2112	141771097	611833526	41331190	13462	8239310	7122	114891257	true		full_repeat_raw	memory,prefetch,map-working-set,page-stride,synthetic-control,next-pointer,software-pipeline,new-2026-06-02,kernel-only
pipeline-page-stride	prefetch_pipeline_page_stride	kernel	1	10000	2999102902642040864	2999102902642040864	true	2	11474	24691699	1280	2112	141756240	611589685	41336490	13134	8238443	3624	114847437	true		full_repeat_raw	memory,prefetch,map-working-set,page-stride,synthetic-control,next-pointer,software-pipeline,new-2026-06-02,kernel-only
pipeline-page-stride	prefetch_pipeline_page_stride	kernel	2	10000	2999102902642040864	2999102902642040864	true	2	11473	26645401	1280	2112	141704431	612323247	41282084	7388	8236883	3659	114876830	true		full_repeat_raw	memory,prefetch,map-working-set,page-stride,synthetic-control,next-pointer,software-pipeline,new-2026-06-02,kernel-only
horizon1	prefetch_pipeline_horizon1_page_stride	kernel	0	10000	8200235001385007165	8200235001385007165	true	2	12606	27230420	1360	2184	171049193	734541163	34345288	15326	8336112	4214	126245550	true		full_repeat_raw	memory,prefetch,map-working-set,page-stride,synthetic-control,horizon-sweep,horizon-1,new-2026-06-02,kernel-only
horizon1	prefetch_pipeline_horizon1_page_stride	kernel	1	10000	8200235001385007165	8200235001385007165	true	2	12609	25041527	1360	2184	170902036	733479052	34384485	7140	8298453	6488	126200844	true		full_repeat_raw	memory,prefetch,map-working-set,page-stride,synthetic-control,horizon-sweep,horizon-1,new-2026-06-02,kernel-only
horizon1	prefetch_pipeline_horizon1_page_stride	kernel	2	10000	8200235001385007165	8200235001385007165	true	2	12601	27005089	1360	2184	170748936	733303791	34382149	7329	8293930	3367	126111946	true		full_repeat_raw	memory,prefetch,map-working-set,page-stride,synthetic-control,horizon-sweep,horizon-1,new-2026-06-02,kernel-only
horizon2	prefetch_pipeline_horizon2_page_stride	kernel	0	10000	12113551532357501091	12113551532357501091	true	2	12952	27750216	1408	2304	179889198	781828145	41374405	16223	8498097	6355	129640171	true		full_repeat_raw	memory,prefetch,map-working-set,page-stride,synthetic-control,horizon-sweep,horizon-2,new-2026-06-02,kernel-only
horizon2	prefetch_pipeline_horizon2_page_stride	kernel	1	10000	12113551532357501091	12113551532357501091	true	2	12954	27752811	1408	2304	179874706	781972150	41364043	10144	8499660	6351	129654016	true		full_repeat_raw	memory,prefetch,map-working-set,page-stride,synthetic-control,horizon-sweep,horizon-2,new-2026-06-02,kernel-only
horizon2	prefetch_pipeline_horizon2_page_stride	kernel	2	10000	12113551532357501091	12113551532357501091	true	2	12958	30053034	1408	2304	179912643	781968055	41321426	16509	8505529	3293	129685687	true		full_repeat_raw	memory,prefetch,map-working-set,page-stride,synthetic-control,horizon-sweep,horizon-2,new-2026-06-02,kernel-only
horizon4	prefetch_pipeline_horizon4_page_stride	kernel	0	10000	12596034509844469521	12596034509844469521	true	2	12231	27083452	1328	2216	161107266	692305799	38778238	17480	8073033	5063	122437114	true		full_repeat_raw	memory,prefetch,map-working-set,page-stride,synthetic-control,horizon-sweep,horizon-4,new-2026-06-02,kernel-only
horizon4	prefetch_pipeline_horizon4_page_stride	kernel	1	10000	12596034509844469521	12596034509844469521	true	2	12289	26781167	1328	2216	162640931	696412772	38550620	17215	8101594	9679	122989333	true		full_repeat_raw	memory,prefetch,map-working-set,page-stride,synthetic-control,horizon-sweep,horizon-4,new-2026-06-02,kernel-only
horizon4	prefetch_pipeline_horizon4_page_stride	kernel	2	10000	12596034509844469521	12596034509844469521	true	2	12198	28654312	1328	2216	160407174	690932266	38829486	17489	8052788	3509	122102978	true		full_repeat_raw	memory,prefetch,map-working-set,page-stride,synthetic-control,horizon-sweep,horizon-4,new-2026-06-02,kernel-only
pipeline-degree	prefetch_pipeline_degree_page_stride	kernel	0	10000	13849133591390902369	13849133591390902369	true	2	14396	32682947	1528	2528	180336584	890343250	34371300	9328	9243371	6373	144097860	true		full_repeat_raw	memory,prefetch,map-working-set,page-stride,synthetic-control,true-degree,future-address,new-2026-06-02,kernel-only
pipeline-degree	prefetch_pipeline_degree_page_stride	kernel	1	10000	13849133591390902369	13849133591390902369	true	2	14395	32554697	1528	2528	180442110	891382596	34361299	11771	9234616	6262	144026887	true		full_repeat_raw	memory,prefetch,map-working-set,page-stride,synthetic-control,true-degree,future-address,new-2026-06-02,kernel-only
pipeline-degree	prefetch_pipeline_degree_page_stride	kernel	2	10000	13849133591390902369	13849133591390902369	true	2	14436	34420915	1528	2528	180427850	888650598	34273138	20101	9252976	3967	144462246	true		full_repeat_raw	memory,prefetch,map-working-set,page-stride,synthetic-control,true-degree,future-address,new-2026-06-02,kernel-only
stride64	prefetch_stride64_page_stride	kernel	0	10000	15225859168839832855	15225859168839832855	true	2	11388	22484269	1216	1960	139606742	575270727	30840363	1266	2928139	3867	113971572	true		full_repeat_raw	memory,prefetch,map-working-set,stride-class,stride-64,synthetic-control,pf-llm-inspired,new-2026-06-03,kernel-only
stride64	prefetch_stride64_page_stride	kernel	1	10000	15225859168839832855	15225859168839832855	true	2	11386	22422958	1216	1960	139609845	575199320	30840651	956	2928974	3688	113947982	true		full_repeat_raw	memory,prefetch,map-working-set,stride-class,stride-64,synthetic-control,pf-llm-inspired,new-2026-06-03,kernel-only
stride64	prefetch_stride64_page_stride	kernel	2	10000	15225859168839832855	15225859168839832855	true	2	11387	25056259	1216	1960	139612943	575236382	30859778	1222	2924951	3925	113981207	true		full_repeat_raw	memory,prefetch,map-working-set,stride-class,stride-64,synthetic-control,pf-llm-inspired,new-2026-06-03,kernel-only
stride256	prefetch_stride256_page_stride	kernel	0	10000	8436913836453509640	8436913836453509640	true	2	11350	22086207	1208	1952	138430958	568258179	30945442	22042	2933353	3610	113664959	true		full_repeat_raw	memory,prefetch,map-working-set,stride-class,stride-256,synthetic-control,pf-llm-inspired,new-2026-06-03,kernel-only
stride256	prefetch_stride256_page_stride	kernel	1	10000	8436913836453509640	8436913836453509640	true	2	11339	22031272	1208	1952	138134787	567542666	30980475	21862	2935744	3759	113514514	true		full_repeat_raw	memory,prefetch,map-working-set,stride-class,stride-256,synthetic-control,pf-llm-inspired,new-2026-06-03,kernel-only
stride256	prefetch_stride256_page_stride	kernel	2	10000	8436913836453509640	8436913836453509640	true	2	11338	23882882	1208	1952	138100424	567647682	30974860	21797	2937624	3601	113504257	true		full_repeat_raw	memory,prefetch,map-working-set,stride-class,stride-256,synthetic-control,pf-llm-inspired,new-2026-06-03,kernel-only
stride4096	prefetch_stride4096_page_stride	kernel	0	10000	17013149044024548969	17013149044024548969	true	2	11458	23605928	1256	2040	141368826	593872362	30673679	31140	8242792	7113	114689774	true		full_repeat_raw	memory,prefetch,map-working-set,stride-class,stride-4096,synthetic-control,pf-llm-inspired,new-2026-06-03,kernel-only
stride4096	prefetch_stride4096_page_stride	kernel	1	10000	17013149044024548969	17013149044024548969	true	2	11461	23875048	1256	2040	141441755	593991356	30649455	26539	8247037	10614	114718396	true		full_repeat_raw	memory,prefetch,map-working-set,stride-class,stride-4096,synthetic-control,pf-llm-inspired,new-2026-06-03,kernel-only
stride4096	prefetch_stride4096_page_stride	kernel	2	10000	17013149044024548969	17013149044024548969	true	2	11456	25613373	1256	2040	141312647	593764907	30656713	25593	8248786	7094	114668307	true		full_repeat_raw	memory,prefetch,map-working-set,stride-class,stride-4096,synthetic-control,pf-llm-inspired,new-2026-06-03,kernel-only
variable-stride	prefetch_variable_stride_page_stride	kernel	0	10000	1927911296556179884	1927911296556179884	true	2	13494	28084566	1384	2264	180203503	806535982	30538267	12934	8803221	3197	135090962	true		full_repeat_raw	memory,prefetch,map-working-set,stride-class,variable-stride,synthetic-control,pf-llm-inspired,new-2026-06-03,kernel-only
variable-stride	prefetch_variable_stride_page_stride	kernel	1	10000	1927911296556179884	1927911296556179884	true	2	13494	27972297	1384	2264	180473669	805862804	30578588	9870	8795675	3106	135069451	true		full_repeat_raw	memory,prefetch,map-working-set,stride-class,variable-stride,synthetic-control,pf-llm-inspired,new-2026-06-03,kernel-only
variable-stride	prefetch_variable_stride_page_stride	kernel	2	10000	1927911296556179884	1927911296556179884	true	2	13498	29604456	1384	2264	180405303	806512954	30549064	15734	8800934	6105	135083602	true		full_repeat_raw	memory,prefetch,map-working-set,stride-class,variable-stride,synthetic-control,pf-llm-inspired,new-2026-06-03,kernel-only
spatial	prefetch_spatial_page_footprint	kernel	0	10000	6004900016175552419	6004900016175552419	true	2	15805	37068680	1704	2888	180390236	922796050	67581987	724	8989930	4218	158178315	true		full_repeat_raw	memory,prefetch,map-working-set,spatial-within-page,synthetic-control,pf-llm-inspired,new-2026-06-03,kernel-only
spatial	prefetch_spatial_page_footprint	kernel	1	10000	6004900016175552419	6004900016175552419	true	2	15800	36793533	1704	2888	180289873	921865978	67738754	786	8977201	5274	158177287	true		full_repeat_raw	memory,prefetch,map-working-set,spatial-within-page,synthetic-control,pf-llm-inspired,new-2026-06-03,kernel-only
spatial	prefetch_spatial_page_footprint	kernel	2	10000	6004900016175552419	6004900016175552419	true	2	15812	38762098	1704	2888	180107569	920685946	67872826	3064	8971198	10781	158280111	true		full_repeat_raw	memory,prefetch,map-working-set,spatial-within-page,synthetic-control,pf-llm-inspired,new-2026-06-03,kernel-only
mlop	prefetch_mlop_index_field	kernel	0	10000	16018457391247339837	16018457391247339837	true	2	12705	27742627	1352	2216	173639489	736369790	30899080	31145	8367399	6578	127162684	true		full_repeat_raw	memory,prefetch,map-working-set,multi-level-offset,synthetic-control,pf-llm-inspired,new-2026-06-03,kernel-only
mlop	prefetch_mlop_index_field	kernel	1	10000	16018457391247339837	16018457391247339837	true	2	12790	27398318	1352	2216	175897973	741005702	30689878	31407	8416496	3575	128047092	true		full_repeat_raw	memory,prefetch,map-working-set,multi-level-offset,synthetic-control,pf-llm-inspired,new-2026-06-03,kernel-only
mlop	prefetch_mlop_index_field	kernel	2	10000	16018457391247339837	16018457391247339837	true	2	12789	29557324	1352	2216	175624508	740285172	30673746	25397	8401570	3334	127980824	true		full_repeat_raw	memory,prefetch,map-working-set,multi-level-offset,synthetic-control,pf-llm-inspired,new-2026-06-03,kernel-only
degree1	prefetch_degree123_page_stride	kernel	0	10000	11422350246704694431	11422350246704694431	true	2	13467	31551650	1424	2408	180383878	824505565	41325845	9893	8782641	6165	134771433	true		full_repeat_raw	memory,prefetch,map-working-set,normalized-degree,degree-1-2-3,synthetic-control,pf-llm-inspired,new-2026-06-03,kernel-only
degree1	prefetch_degree123_page_stride	kernel	1	10000	11422350246704694431	11422350246704694431	true	2	13325	31443770	1424	2408	180356296	816917629	41760460	9695	8698752	3242	133322186	true		full_repeat_raw	memory,prefetch,map-working-set,normalized-degree,degree-1-2-3,synthetic-control,pf-llm-inspired,new-2026-06-03,kernel-only
degree1	prefetch_degree123_page_stride	kernel	2	10000	11422350246704694431	11422350246704694431	true	2	13319	34027144	1424	2408	180456044	817079571	41770652	9665	8700377	6208	133277015	true		full_repeat_raw	memory,prefetch,map-working-set,normalized-degree,degree-1-2-3,synthetic-control,pf-llm-inspired,new-2026-06-03,kernel-only
degree2	prefetch_degree123_page_stride	kernel	0	10000	11422350246704694431	11422350246704694431	true	2	13506	31584077	1424	2424	180429163	829848849	41180294	9619	8802573	9110	135176203	true		full_repeat_raw	memory,prefetch,map-working-set,normalized-degree,degree-1-2-3,synthetic-control,pf-llm-inspired,new-2026-06-03,kernel-only
