app	setup	status	result_dir	log
katran	ebpf_no_state	0	corpus/results/x86_kvm_corpus_20260523_054010_203688	corpus/results/workload_perf_katran_heavy_flags_ebpf_image_60s_20260522_223651/katran__ebpf_no_state.log
