instance_id	instance_type	region	launch_time	terminate_time	aws_wall_seconds	compute_usd	ebs_usd	total_usd_estimate
i-0bfb72f8e65c186e4	t4g.small	us-east-1	2026-06-04T15:29:35Z	2026-06-04T15:47:59Z	1104	0.005152	0.001090	0.006242
