219	bulk_memory: changed=false sites=0 insns=1194->1194
219	rotate: changed=false sites=0 insns=1194->1194
219	cond_select: changed=false sites=0 insns=1194->1194
219	extract: changed=false sites=0 insns=1194->1194
219	endian_fusion: changed=true sites=1 insns=1194->1194
235	bulk_memory: changed=false sites=0 insns=1110->1110
235	rotate: changed=false sites=0 insns=1110->1110
235	cond_select: changed=false sites=0 insns=1110->1110
235	extract: changed=false sites=0 insns=1110->1110
235	endian_fusion: changed=true sites=1 insns=1110->1110
262	bulk_memory: changed=false sites=0 insns=2174->2174
262	rotate: changed=false sites=0 insns=2174->2174
262	cond_select: changed=false sites=0 insns=2174->2174
262	extract: changed=true sites=2 insns=2174->2174
262	endian_fusion: changed=false sites=0 insns=2174->2174
265	bulk_memory: changed=true sites=3 insns=3582->3576
265	rotate: changed=false sites=0 insns=3576->3576
265	cond_select: changed=false sites=0 insns=3576->3576
265	extract: changed=true sites=1 insns=3576->3576
265	endian_fusion: changed=false sites=0 insns=3576->3576
269	bulk_memory: changed=true sites=3 insns=3582->3576
269	rotate: changed=false sites=0 insns=3576->3576
269	cond_select: changed=false sites=0 insns=3576->3576
269	extract: changed=true sites=1 insns=3576->3576
269	endian_fusion: changed=false sites=0 insns=3576->3576
271	bulk_memory: changed=false sites=0 insns=2174->2174
271	rotate: changed=false sites=0 insns=2174->2174
271	cond_select: changed=false sites=0 insns=2174->2174
271	extract: changed=true sites=2 insns=2174->2174
271	endian_fusion: changed=false sites=0 insns=2174->2174
276	bulk_memory: changed=false sites=0 insns=2174->2174
276	rotate: changed=false sites=0 insns=2174->2174
276	cond_select: changed=false sites=0 insns=2174->2174
276	extract: changed=true sites=2 insns=2174->2174
276	endian_fusion: changed=false sites=0 insns=2174->2174
279	bulk_memory: changed=true sites=3 insns=3582->3576
279	rotate: changed=false sites=0 insns=3576->3576
279	cond_select: changed=false sites=0 insns=3576->3576
279	extract: changed=true sites=1 insns=3576->3576
279	endian_fusion: changed=false sites=0 insns=3576->3576
285	bulk_memory: changed=true sites=3 insns=3582->3576
285	rotate: changed=false sites=0 insns=3576->3576
285	cond_select: changed=false sites=0 insns=3576->3576
285	extract: changed=true sites=1 insns=3576->3576
285	endian_fusion: changed=false sites=0 insns=3576->3576
288	bulk_memory: changed=false sites=0 insns=2174->2174
288	rotate: changed=false sites=0 insns=2174->2174
288	cond_select: changed=false sites=0 insns=2174->2174
288	extract: changed=true sites=2 insns=2174->2174
288	endian_fusion: changed=false sites=0 insns=2174->2174
290	bulk_memory: changed=true sites=3 insns=3041->3035
290	rotate: changed=false sites=0 insns=3035->3035
290	cond_select: changed=false sites=0 insns=3035->3035
290	extract: changed=true sites=1 insns=3035->3035
290	endian_fusion: changed=false sites=0 insns=3035->3035
293	bulk_memory: changed=true sites=3 insns=3582->3576
293	rotate: changed=false sites=0 insns=3576->3576
293	cond_select: changed=false sites=0 insns=3576->3576
293	extract: changed=true sites=1 insns=3576->3576
293	endian_fusion: changed=false sites=0 insns=3576->3576
295	bulk_memory: changed=false sites=0 insns=2174->2174
295	rotate: changed=false sites=0 insns=2174->2174
295	cond_select: changed=false sites=0 insns=2174->2174
295	extract: changed=true sites=2 insns=2174->2174
295	endian_fusion: changed=false sites=0 insns=2174->2174
300	bulk_memory: changed=true sites=3 insns=3582->3576
300	rotate: changed=false sites=0 insns=3576->3576
300	cond_select: changed=false sites=0 insns=3576->3576
300	extract: changed=true sites=1 insns=3576->3576
300	endian_fusion: changed=false sites=0 insns=3576->3576
301	bulk_memory: changed=false sites=0 insns=2174->2174
301	rotate: changed=false sites=0 insns=2174->2174
301	cond_select: changed=false sites=0 insns=2174->2174
301	extract: changed=true sites=2 insns=2174->2174
301	endian_fusion: changed=false sites=0 insns=2174->2174
310	bulk_memory: changed=false sites=0 insns=2174->2174
310	rotate: changed=false sites=0 insns=2174->2174
310	cond_select: changed=false sites=0 insns=2174->2174
310	extract: changed=true sites=2 insns=2174->2174
310	endian_fusion: changed=false sites=0 insns=2174->2174
312	bulk_memory: changed=true sites=3 insns=3582->3576
312	rotate: changed=false sites=0 insns=3576->3576
312	cond_select: changed=false sites=0 insns=3576->3576
312	extract: changed=true sites=1 insns=3576->3576
312	endian_fusion: changed=false sites=0 insns=3576->3576
317	bulk_memory: changed=true sites=3 insns=3041->3035
317	rotate: changed=false sites=0 insns=3035->3035
317	cond_select: changed=false sites=0 insns=3035->3035
317	extract: changed=true sites=1 insns=3035->3035
317	endian_fusion: changed=false sites=0 insns=3035->3035
321	bulk_memory: changed=false sites=0 insns=2174->2174
321	rotate: changed=false sites=0 insns=2174->2174
321	cond_select: changed=false sites=0 insns=2174->2174
321	extract: changed=true sites=2 insns=2174->2174
321	endian_fusion: changed=false sites=0 insns=2174->2174
324	bulk_memory: changed=true sites=3 insns=3582->3576
324	rotate: changed=false sites=0 insns=3576->3576
324	cond_select: changed=false sites=0 insns=3576->3576
324	extract: changed=true sites=1 insns=3576->3576
324	endian_fusion: changed=false sites=0 insns=3576->3576
325	bulk_memory: changed=false sites=0 insns=2174->2174
325	rotate: changed=false sites=0 insns=2174->2174
325	cond_select: changed=false sites=0 insns=2174->2174
325	extract: changed=true sites=2 insns=2174->2174
325	endian_fusion: changed=false sites=0 insns=2174->2174
330	bulk_memory: changed=true sites=3 insns=3582->3576
330	rotate: changed=false sites=0 insns=3576->3576
330	cond_select: changed=false sites=0 insns=3576->3576
330	extract: changed=true sites=1 insns=3576->3576
330	endian_fusion: changed=false sites=0 insns=3576->3576
334	bulk_memory: changed=true sites=3 insns=3582->3576
334	rotate: changed=false sites=0 insns=3576->3576
334	cond_select: changed=false sites=0 insns=3576->3576
334	extract: changed=true sites=1 insns=3576->3576
334	endian_fusion: changed=false sites=0 insns=3576->3576
335	bulk_memory: changed=false sites=0 insns=2174->2174
