335	rotate: changed=false sites=0 insns=2174->2174
335	cond_select: changed=false sites=0 insns=2174->2174
335	extract: changed=true sites=2 insns=2174->2174
335	endian_fusion: changed=false sites=0 insns=2174->2174
342	bulk_memory: changed=true sites=3 insns=3582->3576
342	rotate: changed=false sites=0 insns=3576->3576
342	cond_select: changed=false sites=0 insns=3576->3576
342	extract: changed=true sites=1 insns=3576->3576
342	endian_fusion: changed=false sites=0 insns=3576->3576
344	bulk_memory: changed=false sites=0 insns=2174->2174
344	rotate: changed=false sites=0 insns=2174->2174
344	cond_select: changed=false sites=0 insns=2174->2174
344	extract: changed=true sites=2 insns=2174->2174
344	endian_fusion: changed=false sites=0 insns=2174->2174
346	bulk_memory: changed=false sites=0 insns=2174->2174
346	rotate: changed=false sites=0 insns=2174->2174
346	cond_select: changed=false sites=0 insns=2174->2174
346	extract: changed=true sites=2 insns=2174->2174
346	endian_fusion: changed=false sites=0 insns=2174->2174
351	bulk_memory: changed=true sites=3 insns=3582->3576
351	rotate: changed=false sites=0 insns=3576->3576
351	cond_select: changed=false sites=0 insns=3576->3576
351	extract: changed=true sites=1 insns=3576->3576
351	endian_fusion: changed=false sites=0 insns=3576->3576
354	bulk_memory: changed=true sites=3 insns=3582->3576
354	rotate: changed=false sites=0 insns=3576->3576
354	cond_select: changed=false sites=0 insns=3576->3576
354	extract: changed=true sites=1 insns=3576->3576
354	endian_fusion: changed=false sites=0 insns=3576->3576
355	bulk_memory: changed=false sites=0 insns=2174->2174
355	rotate: changed=false sites=0 insns=2174->2174
355	cond_select: changed=false sites=0 insns=2174->2174
355	extract: changed=true sites=2 insns=2174->2174
355	endian_fusion: changed=false sites=0 insns=2174->2174
365	bulk_memory: changed=false sites=0 insns=2174->2174
365	rotate: changed=false sites=0 insns=2174->2174
365	cond_select: changed=false sites=0 insns=2174->2174
365	extract: changed=true sites=2 insns=2174->2174
365	endian_fusion: changed=false sites=0 insns=2174->2174
366	bulk_memory: changed=true sites=3 insns=3582->3576
366	rotate: changed=false sites=0 insns=3576->3576
366	cond_select: changed=false sites=0 insns=3576->3576
366	extract: changed=true sites=1 insns=3576->3576
366	endian_fusion: changed=false sites=0 insns=3576->3576
370	bulk_memory: changed=true sites=3 insns=3041->3035
370	rotate: changed=false sites=0 insns=3035->3035
370	cond_select: changed=false sites=0 insns=3035->3035
370	extract: changed=true sites=1 insns=3035->3035
370	endian_fusion: changed=false sites=0 insns=3035->3035
371	bulk_memory: changed=true sites=3 insns=3582->3576
371	rotate: changed=false sites=0 insns=3576->3576
371	cond_select: changed=false sites=0 insns=3576->3576
371	extract: changed=true sites=1 insns=3576->3576
371	endian_fusion: changed=false sites=0 insns=3576->3576
372	bulk_memory: changed=false sites=0 insns=2174->2174
372	rotate: changed=false sites=0 insns=2174->2174
372	cond_select: changed=false sites=0 insns=2174->2174
372	extract: changed=true sites=2 insns=2174->2174
372	endian_fusion: changed=false sites=0 insns=2174->2174
380	bulk_memory: changed=true sites=3 insns=3041->3035
380	rotate: changed=false sites=0 insns=3035->3035
380	cond_select: changed=false sites=0 insns=3035->3035
380	extract: changed=true sites=1 insns=3035->3035
380	endian_fusion: changed=false sites=0 insns=3035->3035
383	bulk_memory: changed=false sites=0 insns=2174->2174
383	rotate: changed=false sites=0 insns=2174->2174
383	cond_select: changed=false sites=0 insns=2174->2174
383	extract: changed=true sites=2 insns=2174->2174
383	endian_fusion: changed=false sites=0 insns=2174->2174
384	bulk_memory: changed=true sites=3 insns=3582->3576
384	rotate: changed=false sites=0 insns=3576->3576
384	cond_select: changed=false sites=0 insns=3576->3576
384	extract: changed=true sites=1 insns=3576->3576
384	endian_fusion: changed=false sites=0 insns=3576->3576
392	bulk_memory: changed=true sites=3 insns=3041->3035
392	rotate: changed=false sites=0 insns=3035->3035
392	cond_select: changed=false sites=0 insns=3035->3035
392	extract: changed=true sites=1 insns=3035->3035
392	endian_fusion: changed=false sites=0 insns=3035->3035
393	bulk_memory: changed=false sites=0 insns=2174->2174
393	rotate: changed=false sites=0 insns=2174->2174
393	cond_select: changed=false sites=0 insns=2174->2174
393	extract: changed=true sites=2 insns=2174->2174
393	endian_fusion: changed=false sites=0 insns=2174->2174
399	bulk_memory: changed=true sites=3 insns=3582->3576
399	rotate: changed=false sites=0 insns=3576->3576
399	cond_select: changed=false sites=0 insns=3576->3576
399	extract: changed=true sites=1 insns=3576->3576
399	endian_fusion: changed=false sites=0 insns=3576->3576
402	bulk_memory: changed=true sites=3 insns=3041->3035
402	rotate: changed=false sites=0 insns=3035->3035
402	cond_select: changed=false sites=0 insns=3035->3035
402	extract: changed=true sites=1 insns=3035->3035
402	endian_fusion: changed=false sites=0 insns=3035->3035
404	bulk_memory: changed=true sites=3 insns=3582->3576
404	rotate: changed=false sites=0 insns=3576->3576
404	cond_select: changed=false sites=0 insns=3576->3576
404	extract: changed=true sites=1 insns=3576->3576
404	endian_fusion: changed=false sites=0 insns=3576->3576
406	bulk_memory: changed=false sites=0 insns=2174->2174
406	rotate: changed=false sites=0 insns=2174->2174
406	cond_select: changed=false sites=0 insns=2174->2174
406	extract: changed=true sites=2 insns=2174->2174
406	endian_fusion: changed=false sites=0 insns=2174->2174
412	bulk_memory: changed=true sites=3 insns=3041->3035
412	rotate: changed=false sites=0 insns=3035->3035
412	cond_select: changed=false sites=0 insns=3035->3035
412	extract: changed=true sites=1 insns=3035->3035
412	endian_fusion: changed=false sites=0 insns=3035->3035
416	bulk_memory: changed=true sites=3 insns=3582->3576
416	rotate: changed=false sites=0 insns=3576->3576
416	cond_select: changed=false sites=0 insns=3576->3576
416	extract: changed=true sites=1 insns=3576->3576
416	endian_fusion: changed=false sites=0 insns=3576->3576
420	bulk_memory: changed=false sites=0 insns=2174->2174
420	rotate: changed=false sites=0 insns=2174->2174
420	cond_select: changed=false sites=0 insns=2174->2174
420	extract: changed=true sites=2 insns=2174->2174
420	endian_fusion: changed=false sites=0 insns=2174->2174
424	bulk_memory: changed=false sites=0 insns=2174->2174
424	rotate: changed=false sites=0 insns=2174->2174
424	cond_select: changed=false sites=0 insns=2174->2174
424	extract: changed=true sites=2 insns=2174->2174
424	endian_fusion: changed=false sites=0 insns=2174->2174
425	bulk_memory: changed=true sites=3 insns=3582->3576
425	rotate: changed=false sites=0 insns=3576->3576
425	cond_select: changed=false sites=0 insns=3576->3576
425	extract: changed=true sites=1 insns=3576->3576
425	endian_fusion: changed=false sites=0 insns=3576->3576
431	bulk_memory: changed=true sites=3 insns=3582->3576
431	rotate: changed=false sites=0 insns=3576->3576
431	cond_select: changed=false sites=0 insns=3576->3576
431	extract: changed=true sites=1 insns=3576->3576
431	endian_fusion: changed=false sites=0 insns=3576->3576
434	bulk_memory: changed=false sites=0 insns=2174->2174
434	rotate: changed=false sites=0 insns=2174->2174
434	cond_select: changed=false sites=0 insns=2174->2174
434	extract: changed=true sites=2 insns=2174->2174
434	endian_fusion: changed=false sites=0 insns=2174->2174
437	bulk_memory: changed=false sites=0 insns=2174->2174
437	rotate: changed=false sites=0 insns=2174->2174
437	cond_select: changed=false sites=0 insns=2174->2174
437	extract: changed=true sites=2 insns=2174->2174
437	endian_fusion: changed=false sites=0 insns=2174->2174
439	bulk_memory: changed=true sites=3 insns=3136->3130
439	rotate: changed=false sites=0 insns=3130->3130
439	cond_select: changed=false sites=0 insns=3130->3130
439	extract: changed=true sites=1 insns=3130->3130
439	endian_fusion: changed=false sites=0 insns=3130->3130
446	bulk_memory: changed=true sites=3 insns=3582->3576
446	rotate: changed=false sites=0 insns=3576->3576
446	cond_select: changed=false sites=0 insns=3576->3576
446	extract: changed=true sites=1 insns=3576->3576
446	endian_fusion: changed=false sites=0 insns=3576->3576
447	bulk_memory: changed=false sites=0 insns=2174->2174
447	rotate: changed=false sites=0 insns=2174->2174
447	cond_select: changed=false sites=0 insns=2174->2174
447	extract: changed=true sites=2 insns=2174->2174
447	endian_fusion: changed=false sites=0 insns=2174->2174
449	bulk_memory: changed=true sites=3 insns=3582->3576
449	rotate: changed=false sites=0 insns=3576->3576
449	cond_select: changed=false sites=0 insns=3576->3576
449	extract: changed=true sites=1 insns=3576->3576
449	endian_fusion: changed=false sites=0 insns=3576->3576
451	bulk_memory: changed=false sites=0 insns=2174->2174
451	rotate: changed=false sites=0 insns=2174->2174
451	cond_select: changed=false sites=0 insns=2174->2174
451	extract: changed=true sites=2 insns=2174->2174
451	endian_fusion: changed=false sites=0 insns=2174->2174
457	bulk_memory: changed=false sites=0 insns=2174->2174
457	rotate: changed=false sites=0 insns=2174->2174
457	cond_select: changed=false sites=0 insns=2174->2174
457	extract: changed=true sites=2 insns=2174->2174
457	endian_fusion: changed=false sites=0 insns=2174->2174
461	bulk_memory: changed=true sites=3 insns=3582->3576
461	rotate: changed=false sites=0 insns=3576->3576
461	cond_select: changed=false sites=0 insns=3576->3576
461	extract: changed=true sites=1 insns=3576->3576
461	endian_fusion: changed=false sites=0 insns=3576->3576
463	bulk_memory: changed=false sites=0 insns=2174->2174
463	rotate: changed=false sites=0 insns=2174->2174
463	cond_select: changed=false sites=0 insns=2174->2174
463	extract: changed=true sites=2 insns=2174->2174
463	endian_fusion: changed=false sites=0 insns=2174->2174
469	bulk_memory: changed=true sites=3 insns=3582->3576
469	rotate: changed=false sites=0 insns=3576->3576
469	cond_select: changed=false sites=0 insns=3576->3576
469	extract: changed=true sites=1 insns=3576->3576
469	endian_fusion: changed=false sites=0 insns=3576->3576
474	bulk_memory: changed=true sites=3 insns=3582->3576
474	rotate: changed=false sites=0 insns=3576->3576
474	cond_select: changed=false sites=0 insns=3576->3576
474	extract: changed=true sites=1 insns=3576->3576
474	endian_fusion: changed=false sites=0 insns=3576->3576
476	bulk_memory: changed=false sites=0 insns=2174->2174
476	rotate: changed=false sites=0 insns=2174->2174
476	cond_select: changed=false sites=0 insns=2174->2174
476	extract: changed=true sites=2 insns=2174->2174
476	endian_fusion: changed=false sites=0 insns=2174->2174
480	bulk_memory: changed=true sites=3 insns=3041->3035
480	rotate: changed=false sites=0 insns=3035->3035
480	cond_select: changed=false sites=0 insns=3035->3035
480	extract: changed=true sites=1 insns=3035->3035
480	endian_fusion: changed=false sites=0 insns=3035->3035
481	bulk_memory: changed=true sites=3 insns=3582->3576
481	rotate: changed=false sites=0 insns=3576->3576
481	cond_select: changed=false sites=0 insns=3576->3576
481	extract: changed=true sites=1 insns=3576->3576
481	endian_fusion: changed=false sites=0 insns=3576->3576
487	bulk_memory: changed=false sites=0 insns=2174->2174
487	rotate: changed=false sites=0 insns=2174->2174
487	cond_select: changed=false sites=0 insns=2174->2174
487	extract: changed=true sites=2 insns=2174->2174
487	endian_fusion: changed=false sites=0 insns=2174->2174
489	bulk_memory: changed=true sites=3 insns=3582->3576
489	rotate: changed=false sites=0 insns=3576->3576
489	cond_select: changed=false sites=0 insns=3576->3576
489	extract: changed=true sites=1 insns=3576->3576
489	endian_fusion: changed=false sites=0 insns=3576->3576
490	bulk_memory: changed=false sites=0 insns=2174->2174
490	rotate: changed=false sites=0 insns=2174->2174
490	cond_select: changed=false sites=0 insns=2174->2174
490	extract: changed=true sites=2 insns=2174->2174
490	endian_fusion: changed=false sites=0 insns=2174->2174
495	bulk_memory: changed=true sites=3 insns=3582->3576
495	rotate: changed=false sites=0 insns=3576->3576
495	cond_select: changed=false sites=0 insns=3576->3576
495	extract: changed=true sites=1 insns=3576->3576
495	endian_fusion: changed=false sites=0 insns=3576->3576
499	bulk_memory: changed=false sites=0 insns=2174->2174
499	rotate: changed=false sites=0 insns=2174->2174
499	cond_select: changed=false sites=0 insns=2174->2174
499	extract: changed=true sites=2 insns=2174->2174
499	endian_fusion: changed=false sites=0 insns=2174->2174
504	bulk_memory: changed=true sites=3 insns=3582->3576
504	rotate: changed=false sites=0 insns=3576->3576
504	cond_select: changed=false sites=0 insns=3576->3576
504	extract: changed=true sites=1 insns=3576->3576
504	endian_fusion: changed=false sites=0 insns=3576->3576
506	bulk_memory: changed=false sites=0 insns=2174->2174
506	rotate: changed=false sites=0 insns=2174->2174
506	cond_select: changed=false sites=0 insns=2174->2174
506	extract: changed=true sites=2 insns=2174->2174
506	endian_fusion: changed=false sites=0 insns=2174->2174
512	bulk_memory: changed=true sites=3 insns=3041->3035
512	rotate: changed=false sites=0 insns=3035->3035
512	cond_select: changed=false sites=0 insns=3035->3035
512	extract: changed=true sites=1 insns=3035->3035
512	endian_fusion: changed=false sites=0 insns=3035->3035
513	bulk_memory: changed=false sites=0 insns=2174->2174
513	rotate: changed=false sites=0 insns=2174->2174
513	cond_select: changed=false sites=0 insns=2174->2174
513	extract: changed=true sites=2 insns=2174->2174
513	endian_fusion: changed=false sites=0 insns=2174->2174
519	bulk_memory: changed=true sites=3 insns=3582->3576
519	rotate: changed=false sites=0 insns=3576->3576
519	cond_select: changed=false sites=0 insns=3576->3576
519	extract: changed=true sites=1 insns=3576->3576
519	endian_fusion: changed=false sites=0 insns=3576->3576
524	bulk_memory: changed=false sites=0 insns=2174->2174
524	rotate: changed=false sites=0 insns=2174->2174
524	cond_select: changed=false sites=0 insns=2174->2174
524	extract: changed=true sites=2 insns=2174->2174
524	endian_fusion: changed=false sites=0 insns=2174->2174
526	bulk_memory: changed=true sites=3 insns=3582->3576
526	rotate: changed=false sites=0 insns=3576->3576
526	cond_select: changed=false sites=0 insns=3576->3576
526	extract: changed=true sites=1 insns=3576->3576
526	endian_fusion: changed=false sites=0 insns=3576->3576
528	bulk_memory: changed=true sites=3 insns=3582->3576
528	rotate: changed=false sites=0 insns=3576->3576
528	cond_select: changed=false sites=0 insns=3576->3576
528	extract: changed=true sites=1 insns=3576->3576
528	endian_fusion: changed=false sites=0 insns=3576->3576
529	bulk_memory: changed=false sites=0 insns=2174->2174
529	rotate: changed=false sites=0 insns=2174->2174
529	cond_select: changed=false sites=0 insns=2174->2174
529	extract: changed=true sites=2 insns=2174->2174
529	endian_fusion: changed=false sites=0 insns=2174->2174
537	bulk_memory: changed=false sites=0 insns=2174->2174
537	rotate: changed=false sites=0 insns=2174->2174
537	cond_select: changed=false sites=0 insns=2174->2174
537	extract: changed=true sites=2 insns=2174->2174
537	endian_fusion: changed=false sites=0 insns=2174->2174
540	bulk_memory: changed=true sites=3 insns=3582->3576
540	rotate: changed=false sites=0 insns=3576->3576
540	cond_select: changed=false sites=0 insns=3576->3576
540	extract: changed=true sites=1 insns=3576->3576
540	endian_fusion: changed=false sites=0 insns=3576->3576
