object_path,program_name,insn_cnt,num_sites,cmov_sites,wide_sites,rotate_sites,lea_sites,extract_sites,bitfield_sites,zero_ext_sites,endian_sites,branch_flip_sites,scan_time_ns_median,scan_time_ms_median,scan_times_ns_json
/home/yunwei37/workspace/bpf-benchmark/micro/programs/multi_acc_8.bpf.o,multi_acc_8_xdp,202,4,0,2,0,2,0,0,0,0,0,5682917,5.682917,"[5518155, 5639647, 5693274, 5873740, 5890125, 5648331, 5591991, 5682917, 5696813, 5637346, 5750680]"
/home/yunwei37/workspace/bpf-benchmark/micro/programs/nested_loop_2.bpf.o,nested_loop_2_xdp,154,3,0,3,0,0,0,0,0,0,0,4798186,4.798186,"[4887708, 4709902, 4629575, 4926422, 4882926, 4880299, 4771614, 4798186, 4854332, 4738090, 4716320]"
/home/yunwei37/workspace/bpf-benchmark/micro/programs/nested_loop_3.bpf.o,nested_loop_3_xdp,221,3,0,3,0,0,0,0,0,0,0,6055885,6.055885,"[6067409, 8080757, 6007659, 5852918, 6141222, 6101220, 5994428, 6055885, 5924793, 5797715, 6083207]"
/home/yunwei37/workspace/bpf-benchmark/micro/programs/packet_parse.bpf.o,packet_parse_xdp,108,5,0,5,0,0,0,0,0,0,0,3738740,3.73874,"[3683582, 3803140, 3799669, 3641547, 3711027, 3655279, 3739480, 3792436, 3733581, 3769577, 3738740]"
/home/yunwei37/workspace/bpf-benchmark/micro/programs/packet_parse_vlans_tcpopts.bpf.o,packet_parse_vlans_tcpopts_xdp,232,7,0,6,0,0,1,1,0,0,0,5989312,5.989312,"[6148217, 5934714, 6113133, 5989312, 6030258, 5860106, 6074561, 6111696, 5984304, 5849733, 5984530]"
/home/yunwei37/workspace/bpf-benchmark/micro/programs/packet_redundant_bounds.bpf.o,packet_redundant_bounds_xdp,163,8,0,8,0,0,0,0,0,0,0,4610393,4.610393,"[4533269, 4564710, 4507530, 4686388, 4462343, 4678770, 4614447, 4669153, 4716104, 4541578, 4610393]"
/home/yunwei37/workspace/bpf-benchmark/micro/programs/packet_rss_hash.bpf.o,packet_rss_hash_xdp,261,13,0,2,11,0,0,0,0,0,0,5853408,5.853408,"[5939903, 6185544, 5853408, 5866581, 5882080, 5951101, 5699511, 5827038, 5819394, 5791291, 5845144]"
/home/yunwei37/workspace/bpf-benchmark/micro/programs/rotate64_hash.bpf.o,rotate64_hash_xdp,992,123,0,7,116,0,0,0,0,0,0,12651885,12.651885,"[12647271, 12669273, 12702576, 12423044, 12626735, 12607579, 12965666, 12651885, 12505478, 13366403, 12840995]"
/home/yunwei37/workspace/bpf-benchmark/micro/programs/simple.bpf.o,simple_xdp,24,0,0,0,0,0,0,0,0,0,0,2521459,2.521459,"[2638893, 2594662, 2522760, 2666781, 2759555, 2516478, 2391606, 2387073, 2449890, 2407343, 2521459]"
/home/yunwei37/workspace/bpf-benchmark/micro/programs/simple_packet.bpf.o,simple_packet_xdp,21,0,0,0,0,0,0,0,0,0,0,2348966,2.348966,"[2368319, 2334149, 2462953, 2264441, 2368638, 2348067, 2211476, 2401790, 2401385, 2348966, 2302305]"
/home/yunwei37/workspace/bpf-benchmark/micro/programs/smallmul_strength_reduce.bpf.o,smallmul_strength_reduce_xdp,127,2,0,2,0,0,0,0,0,0,0,4336322,4.336322,"[4498436, 4336322, 4392227, 4369954, 4113802, 4329768, 4356787, 4262796, 4270334, 4403951, 4312468]"
/home/yunwei37/workspace/bpf-benchmark/micro/programs/spill_pressure.bpf.o,spill_pressure_xdp,200,2,0,2,0,0,0,0,0,0,0,5618600,5.6186,"[5618600, 5820411, 5646297, 5707115, 5531160, 5613112, 5518709, 5452210, 5641351, 5643451, 5594345]"
/home/yunwei37/workspace/bpf-benchmark/micro/programs/stride_load_16.bpf.o,stride_load_16_xdp,103,3,0,2,0,1,0,0,0,0,0,3809988,3.809988,"[3912140, 3770118, 3809988, 3812801, 3723328, 3771542, 3820563, 3839359, 3719558, 3850706, 3769752]"
/home/yunwei37/workspace/bpf-benchmark/micro/programs/stride_load_4.bpf.o,stride_load_4_xdp,103,3,0,2,0,1,0,0,0,0,0,3851176,3.851176,"[3755127, 3899360, 3851176, 3849524, 3835278, 3957500, 3744919, 3801442, 3872465, 4320721, 4023963]"
/home/yunwei37/workspace/bpf-benchmark/micro/programs/struct_field_cluster.bpf.o,struct_field_cluster_xdp,93,0,0,0,0,0,0,0,0,0,0,3868746,3.868746,"[4018831, 3797708, 4017793, 4002094, 3801692, 3868746, 3779991, 3981784, 3707870, 3963929, 3656860]"
/home/yunwei37/workspace/bpf-benchmark/micro/programs/switch_dispatch.bpf.o,switch_dispatch_xdp,321,3,1,2,0,0,0,0,0,0,0,7961375,7.961375,"[7790136, 7768492, 7984845, 7759528, 7815456, 8210501, 8199074, 8404464, 7961375, 7762616, 8051629]"
/home/yunwei37/workspace/bpf-benchmark/micro/programs/tc_bitcount.bpf.o,tc_bitcount_prog,115,2,0,2,0,0,0,0,0,0,0,4041426,4.041426,"[4277958, 4155932, 4102201, 4104011, 4073034, 4015225, 4041426, 4028954, 4017581, 4020167, 3974721]"
/home/yunwei37/workspace/bpf-benchmark/micro/programs/tc_checksum.bpf.o,tc_checksum_prog,84,2,0,2,0,0,0,0,0,0,0,3418626,3.418626,"[3479118, 3531886, 3418393, 3497637, 3336530, 3317529, 3459560, 3418626, 3479767, 3374216, 3276933]"
