object_path,program_name,insn_cnt,num_sites,cmov_sites,wide_sites,rotate_sites,lea_sites,extract_sites,bitfield_sites,zero_ext_sites,endian_sites,branch_flip_sites,scan_time_ns_median,scan_time_ms_median,scan_times_ns_json
/home/yunwei37/workspace/bpf-benchmark/corpus/build/linux-selftests/tools/testing/selftests/bpf/progs/bpf_tcp_nogpl.bpf.o,nogpltcp_init,1,0,0,0,0,0,0,0,0,0,0,2025753,2.025753,"[2062402, 2025753, 1986874, 1992429, 2053022, 2071443, 2147450, 1965373, 1963978, 2006249, 2069605]"
/home/yunwei37/workspace/bpf-benchmark/corpus/build/linux-selftests/test_tc_bpf.bpf.o,cls,2,0,0,0,0,0,0,0,0,0,0,1965935,1.965935,"[2033527, 2037829, 1965999, 1965935, 2008612, 1949134, 1931652, 1871582, 1845009, 1982213, 1884554]"
/home/yunwei37/workspace/bpf-benchmark/corpus/build/linux-selftests/tools/testing/selftests/bpf/progs/freplace_unreliable_prog.bpf.o,replace_btf_unreliable_kprobe,2,0,0,0,0,0,0,0,0,0,0,1963163,1.963163,"[2050336, 1963163, 1913353, 1867209, 1973936, 1930628, 1916700, 1996919, 1855438, 2132937, 2001719]"
/home/yunwei37/workspace/bpf-benchmark/corpus/build/linux-selftests/tools/testing/selftests/bpf/progs/test_netfilter_link_attach.bpf.o,nf_link_attach_test,2,0,0,0,0,0,0,0,0,0,0,2005655,2.005655,"[2009875, 1890594, 1984275, 1974984, 1903767, 2135969, 1944259, 2005655, 2025562, 2064215, 2022347]"
/home/yunwei37/workspace/bpf-benchmark/corpus/build/xdp-tutorial/basic02-prog-by-name/xdp_prog_kern.bpf.o,xdp_pass_func,2,0,0,0,0,0,0,0,0,0,0,2062717,2.062717,"[2070356, 2101508, 2037081, 2185860, 2129840, 2062717, 2012977, 2039837, 2005423, 2043125, 2097850]"
/home/yunwei37/workspace/bpf-benchmark/corpus/build/linux-selftests/tools/testing/selftests/bpf/progs/verifier_netfilter_ctx.bpf.o,with_invalid_ctx_access_test1,3,0,0,0,0,0,0,0,0,0,0,2793509,2.793509,"[2744141, 2695779, 2692408, 2769324, 2717317, 2793509, 2985731, 2877207, 3071900, 2806732, 2928373]"
/home/yunwei37/workspace/bpf-benchmark/corpus/build/bcc/libbpf-tools/ksnoop.bpf.o,kprobe_entry,4,0,0,0,0,0,0,0,0,0,0,2243328,2.243328,"[2302651, 2320089, 2135900, 2348946, 2159844, 2298253, 2131747, 2243328, 2296443, 2182781, 2234950]"
/home/yunwei37/workspace/bpf-benchmark/corpus/build/linux-selftests/tools/testing/selftests/bpf/progs/core_kern.bpf.o,tp_xdp_devmap_xmit_multi,5,0,0,0,0,0,0,0,0,0,0,2408064,2.408064,"[2388298, 2422560, 2300752, 2421315, 2407896, 2565368, 2470741, 2306796, 2408064, 2260205, 2435545]"
/home/yunwei37/workspace/bpf-benchmark/corpus/build/linux-selftests/tools/testing/selftests/bpf/progs/summarization.bpf.o,main_changes_with_subprogs,6,0,0,0,0,0,0,0,0,0,0,2090311,2.090311,"[2002791, 2130092, 1982060, 2208917, 1950803, 2079543, 2230819, 2129862, 2131964, 2090311, 1996743]"
/home/yunwei37/workspace/bpf-benchmark/corpus/build/xdp-tutorial/experiment01-tailgrow/xdp_prog_fail2.bpf.o,_xdp_fail2,7,1,1,0,0,0,0,0,0,0,0,2051901,2.051901,"[2041193, 2047630, 2059231, 2004880, 1993579, 2053472, 2051901, 2016815, 2089035, 2119484, 2100190]"
/home/yunwei37/workspace/bpf-benchmark/corpus/build/libbpf-bootstrap/examples/c/uprobe.bpf.o,uprobe_add,8,0,0,0,0,0,0,0,0,0,0,2172706,2.172706,"[2292827, 2241399, 2216312, 2170968, 2137950, 2154926, 2164509, 2191195, 2172706, 2175943, 2167260]"
/home/yunwei37/workspace/bpf-benchmark/corpus/build/linux-selftests/tools/testing/selftests/bpf/progs/map_kptr_fail.bpf.o,size_not_bpf_dw,11,0,0,0,0,0,0,0,0,0,0,2330682,2.330682,"[2358731, 2321452, 2337542, 2419997, 2225450, 2339934, 2262816, 2352050, 2281094, 2325750, 2330682]"
/home/yunwei37/workspace/bpf-benchmark/corpus/build/linux-selftests/tools/testing/selftests/bpf/progs/find_vma_fail2.bpf.o,handle_getpid,13,0,0,0,0,0,0,0,0,0,0,2245608,2.245608,"[2242668, 2259574, 2246360, 2315827, 2206190, 2285633, 2236738, 2273856, 2192709, 2235202, 2245608]"
/home/yunwei37/workspace/bpf-benchmark/corpus/build/linux-selftests/tools/testing/selftests/bpf/progs/xdp_metadata2.bpf.o,freplace_rx,15,0,0,0,0,0,0,0,0,0,0,2297120,2.29712,"[2310539, 2310907, 2255825, 2230270, 2332211, 2304000, 2274692, 2368919, 2240054, 2238257, 2297120]"
/home/yunwei37/workspace/bpf-benchmark/corpus/build/linux-selftests/tools/testing/selftests/bpf/progs/cgrp_ls_sleepable.bpf.o,cgroup_iter,16,0,0,0,0,0,0,0,0,0,0,2691224,2.691224,"[2863431, 2769399, 2835758, 2672123, 2691224, 2604933, 2646398, 2561051, 2786917, 2751824, 2636474]"
/home/yunwei37/workspace/bpf-benchmark/corpus/build/linux-selftests/tools/testing/selftests/bpf/progs/lru_bug.bpf.o,printk,19,0,0,0,0,0,0,0,0,0,0,2423416,2.423416,"[2464222, 2323153, 2412760, 2499997, 2490601, 2251706, 2423416, 2295472, 2447219, 2428730, 2317673]"
/home/yunwei37/workspace/bpf-benchmark/corpus/build/bcc/libbpf-tools/softirqs.bpf.o,softirq_entry_btf,25,0,0,0,0,0,0,0,0,0,0,2498213,2.498213,"[2478113, 2498213, 2438350, 2514738, 2519426, 2447368, 2447441, 2529256, 2394315, 2616038, 2550213]"
/home/yunwei37/workspace/bpf-benchmark/corpus/build/xdp-tutorial/advanced03-AF_XDP/af_xdp_kern.bpf.o,xdp_sock_prog,31,0,0,0,0,0,0,0,0,0,0,2506970,2.50697,"[2563327, 2464978, 2557293, 2505718, 2610883, 2427272, 2542630, 2569019, 2506970, 2486246, 2486315]"
/home/yunwei37/workspace/bpf-benchmark/corpus/build/bcc/libbpf-tools/runqlat.bpf.o,sched_wakeup,32,0,0,0,0,0,0,0,0,0,0,2765888,2.765888,"[2696575, 2779407, 2728072, 2801163, 2845459, 2773661, 2735031, 2691514, 2719707, 2765888, 2812004]"
/home/yunwei37/workspace/bpf-benchmark/corpus/build/linux-selftests/tools/testing/selftests/bpf/progs/task_storage_nodeadlock.bpf.o,socket_post_create,38,0,0,0,0,0,0,0,0,0,0,2816479,2.816479,"[3029005, 2816479, 2872664, 2891755, 2801238, 2771929, 2856435, 2724011, 2834062, 2717056, 2792831]"
/home/yunwei37/workspace/bpf-benchmark/corpus/build/xdp-tutorial/tracing03-xdp-debug-print/xdp_prog_kern.bpf.o,xdp_prog_simple,49,0,0,0,0,0,0,0,0,0,0,2918936,2.918936,"[2937807, 2872901, 2813830, 2884881, 2852081, 2937948, 2833951, 2918936, 2972946, 2976407, 2946394]"
/home/yunwei37/workspace/bpf-benchmark/corpus/build/systemd/restrict-fs.bpf.o,restrict_filesystems,63,1,1,0,0,0,0,0,0,0,0,3215006,3.215006,"[3154067, 3103789, 3124977, 3060776, 3128457, 3267700, 3215006, 3306363, 3256401, 3295586, 3323755]"
/home/yunwei37/workspace/bpf-benchmark/corpus/build/KubeArmor/system_monitor.bpf.o,sys_enter_setns,66,0,0,0,0,0,0,0,0,0,0,23783381,23.783381,"[23943735, 23612604, 23747307, 25970518, 25010510, 23650274, 23948658, 23488675, 23162176, 23783381, 25191917]"
/home/yunwei37/workspace/bpf-benchmark/corpus/build/bcc/libbpf-tools/runqlen.bpf.o,do_sample,83,3,2,0,0,0,0,0,0,0,1,3561278,3.561278,"[3685901, 3654748, 3612123, 3529048, 4723298, 3442952, 3612533, 3500183, 3482667, 3561278, 3559762]"
/home/yunwei37/workspace/bpf-benchmark/corpus/build/xdp-tutorial/experiment01-tailgrow/xdp_prog_kern.bpf.o,grow_parse,110,1,0,0,0,0,0,0,0,1,0,4053744,4.053744,"[4026222, 4081035, 4053744, 3977528, 3989106, 4049158, 4065574, 4073130, 4041823, 4055104, 4100947]"
/home/yunwei37/workspace/bpf-benchmark/corpus/build/xdp-tutorial/packet-solutions/xdp_vlan02_kern.bpf.o,xdp_vlan_02,127,17,17,0,0,0,0,0,0,0,0,3889730,3.88973,"[3826401, 4053650, 4277734, 4178816, 3889730, 4111973, 3983859, 3867404, 3768465, 3672353, 3668055]"
/home/yunwei37/workspace/bpf-benchmark/corpus/build/bcc/libbpf-tools/tcpstates.bpf.o,handle_set_state,137,0,0,0,0,0,0,0,0,0,0,4863974,4.863974,"[4783451, 4938371, 4907022, 4863974, 4787668, 4959001, 5088030, 4882896, 4776625, 4846577, 4666317]"
/home/yunwei37/workspace/bpf-benchmark/corpus/build/linux-selftests/tools/testing/selftests/bpf/progs/xdp_flowtable.bpf.o,xdp_flowtable_do_lookup,149,2,0,0,0,0,0,0,0,2,0,4776827,4.776827,"[4772413, 4733500, 4748620, 4860583, 4861171, 4776827, 4638823, 4889951, 4967697, 4802332, 4666064]"
/home/yunwei37/workspace/bpf-benchmark/corpus/build/linux-selftests/tools/testing/selftests/bpf/progs/loop6.bpf.o,trace_virtqueue_add_sgs,170,0,0,0,0,0,0,0,0,0,0,5272359,5.272359,"[5272359, 5265267, 5221750, 5182212, 5288751, 5232882, 5364019, 5232088, 5340540, 5333772, 5339997]"
/home/yunwei37/workspace/bpf-benchmark/corpus/build/tetragon/bpf_generic_kprobe.bpf.o,generic_kprobe_setup_event,250,3,0,3,0,0,0,0,0,0,0,8760781,8.760781,"[8912490, 8650730, 8878992, 8678519, 8810086, 9001112, 8528728, 8484260, 8760781, 8763653, 8608903]"
/home/yunwei37/workspace/bpf-benchmark/corpus/build/tetragon/bpf_execve_bprm_commit_creds.bpf.o,tg_kp_bprm_committing_creds,292,0,0,0,0,0,0,0,0,0,0,8182710,8.18271,"[7966642, 8133885, 8048093, 8546781, 8324902, 8490870, 8063980, 8461223, 8100594, 8182710, 8333673]"
/home/yunwei37/workspace/bpf-benchmark/corpus/build/suricata/xdp_filter.bpf.o,xdp_hashfilter,334,3,1,0,0,0,2,2,0,0,0,8304382,8.304382,"[8483310, 8537371, 8127491, 8073994, 8537741, 8484945, 8326896, 8199721, 8168646, 8290956, 8304382]"
/home/yunwei37/workspace/bpf-benchmark/corpus/build/suricata/xdp_lb.bpf.o,xdp_loadfilter,410,8,2,0,0,0,6,6,0,0,0,9472941,9.472941,"[9444706, 9472941, 9315696, 9524704, 9475024, 9275022, 9342355, 9644119, 9597180, 9411402, 9815901]"
/home/yunwei37/workspace/bpf-benchmark/corpus/build/linux-selftests/tools/testing/selftests/bpf/progs/test_bpf_nf.bpf.o,nf_xdp_ct_test,476,0,0,0,0,0,0,0,0,0,0,11560056,11.560056,"[11563928, 11792148, 11647998, 11941083, 11720105, 11560056, 11543011, 11434897, 11334785, 11505858, 11463829]"
/home/yunwei37/workspace/bpf-benchmark/corpus/build/calico/xdp_debug.bpf.o,calico_xdp_main,959,10,0,4,0,0,0,0,0,6,0,19819281,19.819281,"[19294987, 20080022, 19384615, 19318133, 19971268, 19460280, 19819281, 20211031, 20284372, 20327166, 19179803]"
/home/yunwei37/workspace/bpf-benchmark/corpus/build/tetragon/bpf_generic_usdt.bpf.o,generic_usdt_setup_event,970,31,0,31,0,0,0,0,0,0,0,22620569,22.620569,"[22334965, 23077107, 22689685, 22698607, 22024275, 22510936, 22299794, 22848584, 22620569, 23315421, 22102042]"
/home/yunwei37/workspace/bpf-benchmark/corpus/build/linux-selftests/tools/testing/selftests/bpf/progs/xdp_synproxy_kern.bpf.o,syncookie_xdp,1047,23,3,2,0,0,8,8,0,10,0,21941954,21.941954,"[21378034, 21483808, 21693101, 22464823, 22998686, 22049267, 21941954, 21231139, 21443388, 22350000, 22106038]"
/home/yunwei37/workspace/bpf-benchmark/corpus/build/linux-selftests/xdp_synproxy_kern.bpf.o,syncookie_xdp,1047,23,3,2,0,0,8,8,0,10,0,22309670,22.30967,"[22624949, 22554591, 22091742, 22551035, 22098901, 22309670, 23034314, 21976521, 23074112, 22299352, 22221729]"
/home/yunwei37/workspace/bpf-benchmark/corpus/build/xdp-tools/xdp_flowtable.bpf.o,xdp_fwd_flow_full,1372,33,29,0,0,0,0,0,0,2,2,27058875,27.058875,"[26955588, 27748900, 26058379, 27168799, 27843105, 28757024, 27058875, 27890124, 26023524, 26403892, 26919056]"
/home/yunwei37/workspace/bpf-benchmark/corpus/build/loxilb/llb_xdp_main.bpf.o,xdp_packet_func,1784,3,0,3,0,0,0,0,0,0,0,35736221,35.736221,"[35726882, 41306414, 36899045, 34638073, 35790963, 36747126, 35736221, 34569515, 34701988, 35964633, 35103168]"
/home/yunwei37/workspace/bpf-benchmark/corpus/build/bcc/libbpf-tools/execsnoop.bpf.o,tracepoint__syscalls__sys_enter_execve,2236,0,0,0,0,0,0,0,0,0,0,44156058,44.156058,"[44738977, 43878176, 44156058, 47550676, 46086427, 43601865, 44319924, 43806909, 43993265, 43100681, 45060252]"
/home/yunwei37/workspace/bpf-benchmark/corpus/build/katran/balancer.bpf.o,balancer_ingress,2322,18,8,4,0,0,2,2,0,4,0,44600157,44.600157,"[44600333, 44570485, 44406083, 44783934, 43538387, 43994680, 45089375, 46106119, 44497893, 44600157, 45427771]"
/home/yunwei37/workspace/bpf-benchmark/corpus/build/tetragon/bpf_generic_tracepoint.bpf.o,generic_tracepoint_process_event,2633,54,48,1,0,0,1,1,0,4,0,49741380,49.74138,"[49532618, 50433739, 49442793, 49209048, 49155830, 49510492, 49741380, 51026507, 49893843, 50919639, 50918594]"
/home/yunwei37/workspace/bpf-benchmark/corpus/build/KubeArmor/protectproc.bpf.o,enforce_file,5139,2,2,0,0,0,0,0,0,0,0,85628360,85.62836,"[85116551, 86602230, 84885962, 85965578, 89124173, 85506848, 85187348, 86385517, 85942078, 85628360, 85450826]"
/home/yunwei37/workspace/bpf-benchmark/corpus/build/calico/from_nat_debug.bpf.o,calico_tc_main,6776,60,16,8,0,0,1,1,0,35,0,106954389,106.954389,"[105949954, 108241777, 105956230, 105630141, 107059294, 104637432, 108153216, 106561649, 107137800, 107353968, 106954389]"
/home/yunwei37/workspace/bpf-benchmark/corpus/build/loxilb/llb_ebpf_emain.bpf.o,tc_packet_func_fast,7237,104,10,83,0,0,10,10,0,0,1,112970249,112.970249,"[112916838, 113037724, 114403106, 118913487, 114560914, 112328380, 110861616, 112970249, 113893344, 112720927, 112764832]"
/home/yunwei37/workspace/bpf-benchmark/corpus/build/calico/to_hep_debug.bpf.o,calico_tc_main,8091,71,15,10,0,0,1,1,0,45,0,125516295,125.516295,"[125001685, 126776599, 125073193, 131063143, 124180415, 124828138, 125516295, 131161780, 125701574, 126725331, 125375667]"
/home/yunwei37/workspace/bpf-benchmark/corpus/build/calico/from_hep_debug.bpf.o,calico_tc_main,8829,86,20,12,0,0,1,1,0,53,0,135745647,135.745647,"[133743130, 137059492, 135745647, 135578714, 138446053, 137966784, 134537907, 135768628, 134351416, 136924768, 132217576]"
