app	setup	status	result_dir	log
katran	ebpf_no_state	2	corpus/results/x86_kvm_corpus_20260523_051235_885139	corpus/results/workload_perf_katran_heavy_flags_ebpf_after_btf_60s_20260522_223013/katran__ebpf_no_state.log
