app	setup	status	result_dir	log
cilium/agent	workload_only	0	corpus/results/x86_kvm_corpus_20260523_040513_850094	corpus/results/workload_perf_cilium_endpoint_pktgen_60s_20260522_210155/cilium__workload_only.log
