instance_id	region	instance_type	launch_time_utc	terminate_request_utc	wall_seconds	compute_usd_per_hour	ebs_gb	ebs_usd_per_gb_month	compute_cost_usd	ebs_cost_usd	total_cost_usd
i-0fc6b493966c4b396	us-east-1	t4g.small	2026-05-27T15:21:02Z	2026-05-27T15:27:21Z	379	0.0168	32	0.08	0.001768667	0.000374321	0.002142988
