app	setup	status	result_dir	log
katran	ebpf_no_state	0	corpus/results/x86_kvm_corpus_20260523_053517_445489	corpus/results/workload_perf_katran_heavy_flags_ebpf_after_btf2_60s_20260522_223108/katran__ebpf_no_state.log
