case	status	bpfopt_ms	sites_matched	sites_applied	sites_skipped	insn_delta	diagnostics	baseline_bytes_xlated	treatment_bytes_xlated	xlated_delta	baseline_bytes_jited	treatment_bytes_jited	jited_delta	baseline_run_cnt	treatment_run_cnt	baseline_run_time_ns	treatment_run_time_ns
katran-multisite-profile-fed	ok	11311	236	12	224	24	236	23808	24000	192	14456	14504	48	1077539	1048856	217149165	211684664
