instance_id	instance_type	launch_time	terminate_time	wall_seconds	compute_rate_usd_per_hour	compute_cost_usd	ebs_gb	ebs_rate_usd_per_gb_month	ebs_cost_usd	total_estimated_usd
i-0b6c82c26ff20d367	t4g.small	2026-06-04T14:44:41+00:00	2026-06-04T14:50:46+00:00	365	0.0168	0.001703	32	0.0800	0.000360	0.002064
