app	setup	status	result_dir	log
cilium/agent	workload_only	2	corpus/results/x86_kvm_corpus_20260523_040513_850094	corpus/results/workload_perf_cilium_endpoint_pktgen_noclone_60s_20260522_210851/cilium__workload_only.log
