instance_id	instance_type	region	state	launch_time_utc	terminate_observed_utc	wall_seconds	compute_usd_per_hour	compute_cost_usd	ebs_gb	ebs_usd_per_gb_month	ebs_cost_usd	total_cost_usd
i-0f47a6524937689ff	t4g.small	us-east-1	terminated	2026-05-26T23:29:57Z	2026-05-26T23:36:39.061587Z	402.061587	0.0168	0.001876287406	32	0.08	0.000397097864	0.002273385270
