app	program	pass	status	sites_matched	sites_applied	sites_skipped	insn_before	insn_after	insn_delta	bpfopt_ms	rejit_syscall_ms
katran	balancer_ingres	prefetch	ok	44	44	0	2542	2630	88	21160	294
