attempt	instance_id	instance_type	state	launch_time_utc	terminate_time_utc	aws_wall_seconds	compute_usd	ebs_usd	estimated_total_usd
aws-full-micro	i-0e20782f3835ee3d9	t4g.small	terminated	2026-05-25T10:30:51+00:00	2026-05-25T10:36:29+00:00	338.0	0.001577	0.000329	0.001907
