attempt	status	benchmarks	samples	failed_samples	kernel	generated_at	result_dir
aws-full-micro	completed	29	58	0	7.0.0-rc2+	2026-05-24T10:07:20.242964+00:00	result-aws_arm64_micro_20260524_100720_242964
