attempt	instance_id	launch_utc	observed_end_utc	duration_seconds	instance_type	ec2_usd_per_hour	root_volume_gb	ebs_gp3_usd_per_gb_month	compute_cost_usd	ebs_cost_usd	total_cost_usd	final_state
aws-full-micro	i-00c2ef8e6b8b1f4e2	2026-05-24T10:02:02+00:00	2026-05-24T10:08:07.133942+00:00	365.134	t4g.small	0.0168000000	32	0.0800000000	0.001704	0.000356	0.002060	terminated
