app	setup	status	result_dir	log
otelcol-ebpf-profiler/profiling	stats_on_norejit	0	corpus/results/x86_kvm_corpus_20260523_002121_691273	corpus/results/workload_stats_remaining_60s_20260522_171746/otelcol_ebpf_profiler_profiling__stats_on_norejit.log
cilium/agent	stats_on_norejit	0	corpus/results/x86_kvm_corpus_20260523_003100_940391	corpus/results/workload_stats_remaining_60s_20260522_171746/cilium_agent__stats_on_norejit.log
katran	stats_on_norejit	0	corpus/results/x86_kvm_corpus_20260523_004124_511756	corpus/results/workload_stats_remaining_60s_20260522_171746/katran__stats_on_norejit.log
