instance_id	instance_type	region	state	launch_time_utc	end_time_utc	wall_seconds	compute_usd	ebs_usd	total_usd
i-0a658c46ed71b3734	t4g.small	us-east-1	terminated	2026-05-26T09:19:07+00:00	2026-05-26T09:25:48+00:00	401	0.00187133	0.00039062	0.00226196
