instance_id	instance_type	region	state	launch_time_utc	terminate_time_utc	wall_seconds	wall_hours	ec2_rate_usd_per_hour	ebs_rate_usd_per_gb_month	root_volume_gb	ec2_cost_usd	ebs_cost_usd	total_cost_usd	pricing_note
i-06d91d59006501c44	t4g.small	us-east-1	terminated	2026-05-26T00:24:09+00:00	2026-05-26T00:30:10.398323+00:00	361	0.100278	0.0168000000	0.0800000000	32	0.00168467	0.00035654	0.00204121	On-demand EC2 and gp3 list price only; excludes data transfer, tax, free tier, credits, Savings Plans, Reserved Instances, and account discounts
