instance_id	instance_type	region	launch_time	terminate_time	aws_wall_seconds	compute_usd	ebs_usd	total_usd_estimate
i-0494ea51138acd8ca	t4g.small	us-east-1	2026-06-04T15:04:26Z	2026-06-04T15:10:40Z	374	0.001745	0.000369	0.002114
