case	app_status	rejit_status	pass_status	bpfopt_ms	orig_insn_count	final_insn_count	insn_delta	sites_matched	sites_applied	sites_skipped	diagnostics
katran-generated-profile	ok	ok	ok	11301	2542	2566	24	236	12	224	236
