app	setup	status	result_dir	log
otelcol-ebpf-profiler/profiling	workload_only	0	corpus/results/x86_kvm_corpus_20260523_023621_211760	corpus/results/workload_perf_otel_intloop_10khz_60s_20260522_193322/otelcol_ebpf_profiler_profiling__workload_only.log
otelcol-ebpf-profiler/profiling	ebpf_no_state	0	corpus/results/x86_kvm_corpus_20260523_024233_560597	corpus/results/workload_perf_otel_intloop_10khz_60s_20260522_193322/otelcol_ebpf_profiler_profiling__ebpf_no_state.log
