instance_id	arch	instance_type	state	launch_time_utc	terminate_time_utc	wall_seconds	compute_usd	ebs_root_gib	ebs_usd	total_usd
i-0289f86439cf02668	arm64	t4g.small	terminated	2026-06-02T19:39:01+00:00	2026-06-02T19:44:09Z	308	0.001437	32	0.000304	0.001741
i-006a3d03d671be584	x86	t3.small	terminated	2026-06-02T19:53:14+00:00	2026-06-02T19:59:07Z	353	0.002040	32	0.000349	0.002389
i-066f0c02292c250ac	arm64	t4g.small	terminated	2026-06-02T19:45:37+00:00	2026-06-02T19:51:15Z	338	0.001577	32	0.000334	0.001911
i-027643778de562722	x86	t3.small	terminated	2026-06-02T20:00:34+00:00	2026-06-02T20:06:36Z	362	0.002092	32	0.000358	0.002450

arch	total_wall_seconds	compute_usd	ebs_usd	total_usd
arm64	646	0.003014	0.000638	0.003652
x86	715	0.004132	0.000707	0.004839
all	1361	0.007146	0.001345	0.008491
