instance_id	instance_type	region	launch_time	terminate_time	aws_wall_seconds	compute_usd	ebs_usd	total_usd_estimate
i-084e90e974c13b896	t4g.small	us-east-1	2026-06-04T15:49:38Z	2026-06-04T16:06:01Z	983	0.004587	0.000971	0.005558
