app	prog_id	prog_name	program_status	pass_status	bpfopt_ms	rejit_syscall_ms	orig_insns	sites_matched	sites_applied	sites_skipped	diagnostics_len	error
katran	317	balancer_ingres	ok	ok	148	287	2542	224	0	224	0	
