bench	control_dir	treatment_dir	ctrl_exec_ns	trt_exec_ns	exec_tc	ctrl_cycles	trt_cycles	cycles_tc	ctrl_instructions	trt_instructions	instructions_tc	ctrl_cache_misses	trt_cache_misses	miss_count_ratio	ctrl_cache_refs	trt_cache_refs	cache_refs_tc	ctrl_miss_rate	trt_miss_rate	miss_rate_delta
prefetch_future_first_deref_window	aws_arm64_micro_20260605_123027_377505	aws_arm64_micro_20260605_123752_878251	23498.8	23445.0	0.9977105213883263	298109282.4	296533938.2	0.9947155479785221	1190957032.8	1190565733.2	0.999671441043444	1688497.6	1694404.6	1.0034983763080267	89031854.4	89199848.8	1.0018869021782386	0.018965095261455095	0.018995599463392816	3.050420193772066e-05
prefetch_stream_of_strides_high_miss	aws_arm64_micro_20260605_123027_377505	aws_arm64_micro_20260605_124343_337473	17041.8	16886.2	0.9908695090894155	208347717.0	204499801.8	0.9815312821498304	891153031.8	885420080.0	0.993566815580013	3210484.2	2833672.4	0.8826308505115832	81324364.8	81988952.4	1.0081720601400874	0.039477519534219595	0.03456163686755436	-0.004915882666665233
