i-0af46bc106a624c60	t3.small	x86_64	2026-06-02T22:19:42+00:00	terminated	User initiated (2026-06-02 22:25:30 GMT)
i-0aa7d4c0357152367	t4g.small	arm64	2026-06-02T22:27:14+00:00	terminated	User initiated (2026-06-02 22:32:16 GMT)
i-041a0bf3acff44d2d	t3.small	x86_64	2026-06-02T22:12:09+00:00	terminated	User initiated (2026-06-02 22:18:16 GMT)
i-0a76908ddb783eb59	t4g.small	arm64	2026-06-02T22:33:33+00:00	terminated	User initiated (2026-06-02 22:39:15 GMT)
