instance_id	instance_type	region	state	launch_time_utc	terminate_time_utc	wall_seconds	wall_hours	ec2_rate_usd_per_hour	ebs_rate_usd_per_gb_month	root_volume_gb	ec2_cost_usd	ebs_cost_usd	total_cost_usd	pricing_note
i-0c549ab1126f6f443	t4g.small	us-east-1	terminated	2026-05-25T22:36:11+00:00	2026-05-25T22:42:21+00:00	370	0.102778	0.0168000000	0.0800000000	32	0.00172667	0.00036043	0.00208709	On-demand EC2 and gp3 list price only; excludes data transfer, tax, free tier, credits, Savings Plans, Reserved Instances, and account discounts
