group	compare_to	benchmark	runtime	affected_by_group_symbols	families	control_median_exec_ns	group_median_exec_ns	ratio
treatment-ldr-wide-load	control-disabled	packet_vlan_tcpopt_parser	kernel	no		45	45	1.0
treatment-ldr-wide-load	control-disabled	payload_prefix_memcmp_scan	kernel	yes	LDR	287	285	0.9930313588850174
treatment-ldr-wide-load	control-disabled	simple	kernel	no		15	13	0.8666666666666667
treatment-ldr-wide-load	control-disabled	simple_packet	kernel	no		14	13	0.9285714285714286
treatment-ldr-wide-load	control-disabled	siphash_rotate64_mixer	kernel	yes	LDR	160	139	0.86875
treatment-ldr-wide-load	control-disabled	sorted_rule_binary_search	kernel	yes	LDR	1943	1941	0.9989706639217705
treatment-ldr-wide-load	control-disabled	stp_stack_pair	kernel	no		21	20	0.9523809523809523
treatment-ldr-wide-load	control-disabled	tc_packet_checksum_fold	kernel	yes	LDR	33038	32975	0.9980931049094982
treatment-ldr-wide-load	control-disabled	tetragon_process_event_arg_filter	kernel	yes	LDR	524	522	0.9961832061068703
treatment-ldr-wide-load	control-disabled	trace_event_type_switch_dispatch	kernel	yes	LDR	680	666	0.9794117647058823
treatment-ldr-wide-load	control-disabled	tracee_http_method_prefix_detect	kernel	yes	LDR	61	90	1.4754098360655739
treatment-ldr-wide-load	control-disabled	tracee_syscall_name_table_lookup	kernel	yes	LDR	344	384	1.1162790697674418
treatment-ldr-wide-load	control-disabled	arm64_direct_abi_coverage	native	no		7	7	1.0
treatment-ldr-wide-load	control-disabled	bcc_runqlat_log2_histogram_bucket	native	yes	LDR	2215	2215	1.0
treatment-ldr-wide-load	control-disabled	bcc_tcpconnect_ipv4_tuple_filter	native	yes	LDR	150	150	1.0
treatment-ldr-wide-load	control-disabled	bitmap_popcount_scan	native	yes	LDR	1612	1612	1.0
treatment-ldr-wide-load	control-disabled	bpf_local_call_fanout_dispatch	native	yes	LDR	115	114	0.991304347826087
treatment-ldr-wide-load	control-disabled	bpftrace_comm_key_fnv_hash	native	yes	LDR	1288	1287	0.9992236024844721
treatment-ldr-wide-load	control-disabled	bpftrace_string_search_prefix_scan	native	yes	LDR	352	357	1.0142045454545454
treatment-ldr-wide-load	control-disabled	ccmp_all_nonzero	native	no		5	5	1.0
treatment-ldr-wide-load	control-disabled	cgroup_skb_hash_chain	native	yes	LDR	421	426	1.01187648456057
treatment-ldr-wide-load	control-disabled	cilium_ct_nat_tuple_rewrite	native	yes	LDR	197	197	1.0
treatment-ldr-wide-load	control-disabled	cilium_policy_guard_tree_filter	native	yes	LDR	123	148	1.2032520325203253
treatment-ldr-wide-load	control-disabled	cilium_socket_lb_service_select	native	yes	LDR	329	329	1.0
treatment-ldr-wide-load	control-disabled	csel_select64	native	yes	LDR	4	4	1.0
treatment-ldr-wide-load	control-disabled	flow_5tuple_rss_hash	native	no		18	18	1.0
treatment-ldr-wide-load	control-disabled	flow_record_field_scan	native	no		108	107	0.9907407407407407
treatment-ldr-wide-load	control-disabled	katran_lb_consistent_hash_select	native	yes	LDR	27	27	1.0
treatment-ldr-wide-load	control-disabled	ldp_stack_pair	native	no		6	5	0.8333333333333334
treatment-ldr-wide-load	control-disabled	otel_stack_frame_unwind_scan	native	yes	LDR	117	117	1.0
treatment-ldr-wide-load	control-disabled	packed_header_bitfield_decode	native	yes	LDR	501	502	1.001996007984032
treatment-ldr-wide-load	control-disabled	packet_checksum_fold	native	yes	LDR	26111	26085	0.9990042510819195
treatment-ldr-wide-load	control-disabled	packet_record_bounds_window	native	yes	LDR	148	148	1.0
treatment-ldr-wide-load	control-disabled	packet_toeplitz_rss_hash	native	no		372	372	1.0
treatment-ldr-wide-load	control-disabled	packet_vlan_tcpopt_parser	native	no		19	18	0.9473684210526315
treatment-ldr-wide-load	control-disabled	payload_prefix_memcmp_scan	native	yes	LDR	169	168	0.9940828402366864
treatment-ldr-wide-load	control-disabled	simple	native	no		4	4	1.0
treatment-ldr-wide-load	control-disabled	simple_packet	native	no		4	4	1.0
treatment-ldr-wide-load	control-disabled	siphash_rotate64_mixer	native	yes	LDR	44	44	1.0
treatment-ldr-wide-load	control-disabled	sorted_rule_binary_search	native	yes	LDR	720	719	0.9986111111111111
treatment-ldr-wide-load	control-disabled	stp_stack_pair	native	no		5	5	1.0
treatment-ldr-wide-load	control-disabled	tc_packet_checksum_fold	native	yes	LDR	26095	26491	1.0151753209427092
treatment-ldr-wide-load	control-disabled	tetragon_process_event_arg_filter	native	yes	LDR	275	275	1.0
treatment-ldr-wide-load	control-disabled	trace_event_type_switch_dispatch	native	yes	LDR	633	926	1.462875197472354
treatment-ldr-wide-load	control-disabled	tracee_http_method_prefix_detect	native	yes	LDR	39	38	0.9743589743589743
treatment-ldr-wide-load	control-disabled	tracee_syscall_name_table_lookup	native	yes	LDR	259	260	1.0038610038610039
treatment-ldr-direct-load	control-disabled	arm64_direct_abi_coverage	kernel	yes	LDR	20	20	1.0
treatment-ldr-direct-load	control-disabled	bcc_runqlat_log2_histogram_bucket	kernel	no		4001	3972	0.9927518120469883
treatment-ldr-direct-load	control-disabled	bcc_tcpconnect_ipv4_tuple_filter	kernel	no		320	319	0.996875
treatment-ldr-direct-load	control-disabled	bitmap_popcount_scan	kernel	no		2294	2287	0.9969485614646905
treatment-ldr-direct-load	control-disabled	bpf_local_call_fanout_dispatch	kernel	no		325	325	1.0
treatment-ldr-direct-load	control-disabled	bpftrace_comm_key_fnv_hash	kernel	no		1656	1657	1.0006038647342994
treatment-ldr-direct-load	control-disabled	bpftrace_string_search_prefix_scan	kernel	no		512	520	1.015625
treatment-ldr-direct-load	control-disabled	ccmp_all_nonzero	kernel	no		17	17	1.0
treatment-ldr-direct-load	control-disabled	cgroup_skb_hash_chain	kernel	no		1039	1040	1.0009624639076036
treatment-ldr-direct-load	control-disabled	cilium_ct_nat_tuple_rewrite	kernel	no		474	474	1.0
treatment-ldr-direct-load	control-disabled	cilium_policy_guard_tree_filter	kernel	no		242	243	1.0041322314049588
treatment-ldr-direct-load	control-disabled	cilium_socket_lb_service_select	kernel	no		1037	1043	1.0057859209257474
treatment-ldr-direct-load	control-disabled	csel_select64	kernel	no		28	27	0.9642857142857143
treatment-ldr-direct-load	control-disabled	flow_5tuple_rss_hash	kernel	no		48	48	1.0
treatment-ldr-direct-load	control-disabled	flow_record_field_scan	kernel	no		186	191	1.0268817204301075
treatment-ldr-direct-load	control-disabled	katran_lb_consistent_hash_select	kernel	no		61	61	1.0
treatment-ldr-direct-load	control-disabled	ldp_stack_pair	kernel	yes	LDR	21	20	0.9523809523809523
treatment-ldr-direct-load	control-disabled	otel_stack_frame_unwind_scan	kernel	no		382	381	0.9973821989528796
treatment-ldr-direct-load	control-disabled	packed_header_bitfield_decode	kernel	no		937	936	0.9989327641408752
treatment-ldr-direct-load	control-disabled	packet_checksum_fold	kernel	no		33088	33178	1.0027200193423598
treatment-ldr-direct-load	control-disabled	packet_record_bounds_window	kernel	no		343	343	1.0
treatment-ldr-direct-load	control-disabled	packet_toeplitz_rss_hash	kernel	no		525	472	0.8990476190476191
treatment-ldr-direct-load	control-disabled	packet_vlan_tcpopt_parser	kernel	no		45	45	1.0
treatment-ldr-direct-load	control-disabled	payload_prefix_memcmp_scan	kernel	no		287	286	0.9965156794425087
treatment-ldr-direct-load	control-disabled	simple	kernel	no		15	13	0.8666666666666667
treatment-ldr-direct-load	control-disabled	simple_packet	kernel	no		14	13	0.9285714285714286
treatment-ldr-direct-load	control-disabled	siphash_rotate64_mixer	kernel	no		160	160	1.0
treatment-ldr-direct-load	control-disabled	sorted_rule_binary_search	kernel	no		1943	1936	0.9963973237261966
treatment-ldr-direct-load	control-disabled	stp_stack_pair	kernel	no		21	21	1.0
treatment-ldr-direct-load	control-disabled	tc_packet_checksum_fold	kernel	no		33038	33047	1.0002724135843575
treatment-ldr-direct-load	control-disabled	tetragon_process_event_arg_filter	kernel	no		524	524	1.0
treatment-ldr-direct-load	control-disabled	trace_event_type_switch_dispatch	kernel	no		680	707	1.0397058823529413
treatment-ldr-direct-load	control-disabled	tracee_http_method_prefix_detect	kernel	no		61	60	0.9836065573770492
treatment-ldr-direct-load	control-disabled	tracee_syscall_name_table_lookup	kernel	no		344	330	0.9593023255813954
treatment-ldr-direct-load	control-disabled	arm64_direct_abi_coverage	native	yes	LDR	7	7	1.0
treatment-ldr-direct-load	control-disabled	bcc_runqlat_log2_histogram_bucket	native	no		2215	2214	0.999548532731377
treatment-ldr-direct-load	control-disabled	bcc_tcpconnect_ipv4_tuple_filter	native	no		150	150	1.0
treatment-ldr-direct-load	control-disabled	bitmap_popcount_scan	native	no		1612	1612	1.0
treatment-ldr-direct-load	control-disabled	bpf_local_call_fanout_dispatch	native	no		115	114	0.991304347826087
treatment-ldr-direct-load	control-disabled	bpftrace_comm_key_fnv_hash	native	no		1288	1286	0.9984472049689441
treatment-ldr-direct-load	control-disabled	bpftrace_string_search_prefix_scan	native	no		352	356	1.0113636363636365
treatment-ldr-direct-load	control-disabled	ccmp_all_nonzero	native	no		5	5	1.0
treatment-ldr-direct-load	control-disabled	cgroup_skb_hash_chain	native	no		421	429	1.0190023752969122
treatment-ldr-direct-load	control-disabled	cilium_ct_nat_tuple_rewrite	native	no		197	197	1.0
treatment-ldr-direct-load	control-disabled	cilium_policy_guard_tree_filter	native	no		123	123	1.0
treatment-ldr-direct-load	control-disabled	cilium_socket_lb_service_select	native	no		329	329	1.0
treatment-ldr-direct-load	control-disabled	csel_select64	native	no		4	4	1.0
treatment-ldr-direct-load	control-disabled	flow_5tuple_rss_hash	native	no		18	18	1.0
treatment-ldr-direct-load	control-disabled	flow_record_field_scan	native	no		108	113	1.0462962962962963
treatment-ldr-direct-load	control-disabled	katran_lb_consistent_hash_select	native	no		27	27	1.0
treatment-ldr-direct-load	control-disabled	ldp_stack_pair	native	yes	LDR	6	5	0.8333333333333334
treatment-ldr-direct-load	control-disabled	otel_stack_frame_unwind_scan	native	no		117	117	1.0
treatment-ldr-direct-load	control-disabled	packed_header_bitfield_decode	native	no		501	501	1.0
treatment-ldr-direct-load	control-disabled	packet_checksum_fold	native	no		26111	26107	0.9998468078587568
treatment-ldr-direct-load	control-disabled	packet_record_bounds_window	native	no		148	155	1.0472972972972974
treatment-ldr-direct-load	control-disabled	packet_toeplitz_rss_hash	native	no		372	374	1.0053763440860215
treatment-ldr-direct-load	control-disabled	packet_vlan_tcpopt_parser	native	no		19	18	0.9473684210526315
treatment-ldr-direct-load	control-disabled	payload_prefix_memcmp_scan	native	no		169	168	0.9940828402366864
treatment-ldr-direct-load	control-disabled	simple	native	no		4	4	1.0
treatment-ldr-direct-load	control-disabled	simple_packet	native	no		4	4	1.0
treatment-ldr-direct-load	control-disabled	siphash_rotate64_mixer	native	no		44	44	1.0
treatment-ldr-direct-load	control-disabled	sorted_rule_binary_search	native	no		720	719	0.9986111111111111
treatment-ldr-direct-load	control-disabled	stp_stack_pair	native	no		5	5	1.0
treatment-ldr-direct-load	control-disabled	tc_packet_checksum_fold	native	no		26095	26740	1.024717378808201
treatment-ldr-direct-load	control-disabled	tetragon_process_event_arg_filter	native	no		275	276	1.0036363636363637
treatment-ldr-direct-load	control-disabled	trace_event_type_switch_dispatch	native	no		633	635	1.0031595576619274
treatment-ldr-direct-load	control-disabled	tracee_http_method_prefix_detect	native	no		39	39	1.0
treatment-ldr-direct-load	control-disabled	tracee_syscall_name_table_lookup	native	no		259	261	1.0077220077220077
treatment-str-direct-store	control-disabled	arm64_direct_abi_coverage	kernel	yes	STR	20	20	1.0
treatment-str-direct-store	control-disabled	bcc_runqlat_log2_histogram_bucket	kernel	no		4001	4025	1.0059985003749063
treatment-str-direct-store	control-disabled	bcc_tcpconnect_ipv4_tuple_filter	kernel	no		320	320	1.0
treatment-str-direct-store	control-disabled	bitmap_popcount_scan	kernel	no		2294	2289	0.9978204010462075
treatment-str-direct-store	control-disabled	bpf_local_call_fanout_dispatch	kernel	no		325	325	1.0
treatment-str-direct-store	control-disabled	bpftrace_comm_key_fnv_hash	kernel	no		1656	1657	1.0006038647342994
treatment-str-direct-store	control-disabled	bpftrace_string_search_prefix_scan	kernel	no		512	517	1.009765625
treatment-str-direct-store	control-disabled	ccmp_all_nonzero	kernel	no		17	17	1.0
treatment-str-direct-store	control-disabled	cgroup_skb_hash_chain	kernel	no		1039	1039	1.0
treatment-str-direct-store	control-disabled	cilium_ct_nat_tuple_rewrite	kernel	no		474	475	1.0021097046413503
treatment-str-direct-store	control-disabled	cilium_policy_guard_tree_filter	kernel	no		242	242	1.0
treatment-str-direct-store	control-disabled	cilium_socket_lb_service_select	kernel	no		1037	1035	0.9980713596914176
treatment-str-direct-store	control-disabled	csel_select64	kernel	no		28	28	1.0
treatment-str-direct-store	control-disabled	flow_5tuple_rss_hash	kernel	no		48	48	1.0
treatment-str-direct-store	control-disabled	flow_record_field_scan	kernel	no		186	186	1.0
treatment-str-direct-store	control-disabled	katran_lb_consistent_hash_select	kernel	no		61	61	1.0
treatment-str-direct-store	control-disabled	ldp_stack_pair	kernel	no		21	20	0.9523809523809523
treatment-str-direct-store	control-disabled	otel_stack_frame_unwind_scan	kernel	no		382	381	0.9973821989528796
treatment-str-direct-store	control-disabled	packed_header_bitfield_decode	kernel	no		937	937	1.0
treatment-str-direct-store	control-disabled	packet_checksum_fold	kernel	no		33088	33033	0.9983377659574468
treatment-str-direct-store	control-disabled	packet_record_bounds_window	kernel	no		343	342	0.9970845481049563
treatment-str-direct-store	control-disabled	packet_toeplitz_rss_hash	kernel	no		525	522	0.9942857142857143
treatment-str-direct-store	control-disabled	packet_vlan_tcpopt_parser	kernel	no		45	45	1.0
treatment-str-direct-store	control-disabled	payload_prefix_memcmp_scan	kernel	no		287	286	0.9965156794425087
treatment-str-direct-store	control-disabled	simple	kernel	no		15	15	1.0
treatment-str-direct-store	control-disabled	simple_packet	kernel	no		14	14	1.0
treatment-str-direct-store	control-disabled	siphash_rotate64_mixer	kernel	no		160	160	1.0
treatment-str-direct-store	control-disabled	sorted_rule_binary_search	kernel	no		1943	1933	0.9948533196088523
treatment-str-direct-store	control-disabled	stp_stack_pair	kernel	yes	STR	21	21	1.0
treatment-str-direct-store	control-disabled	tc_packet_checksum_fold	kernel	no		33038	33091	1.0016042133301046
treatment-str-direct-store	control-disabled	tetragon_process_event_arg_filter	kernel	no		524	524	1.0
treatment-str-direct-store	control-disabled	trace_event_type_switch_dispatch	kernel	no		680	682	1.0029411764705882
treatment-str-direct-store	control-disabled	tracee_http_method_prefix_detect	kernel	no		61	62	1.0163934426229508
treatment-str-direct-store	control-disabled	tracee_syscall_name_table_lookup	kernel	no		344	345	1.002906976744186
treatment-str-direct-store	control-disabled	arm64_direct_abi_coverage	native	yes	STR	7	8	1.1428571428571428
treatment-str-direct-store	control-disabled	bcc_runqlat_log2_histogram_bucket	native	no		2215	2217	1.000902934537246
treatment-str-direct-store	control-disabled	bcc_tcpconnect_ipv4_tuple_filter	native	no		150	159	1.06
treatment-str-direct-store	control-disabled	bitmap_popcount_scan	native	no		1612	1612	1.0
treatment-str-direct-store	control-disabled	bpf_local_call_fanout_dispatch	native	no		115	115	1.0
treatment-str-direct-store	control-disabled	bpftrace_comm_key_fnv_hash	native	no		1288	1288	1.0
treatment-str-direct-store	control-disabled	bpftrace_string_search_prefix_scan	native	no		352	355	1.0085227272727273
treatment-str-direct-store	control-disabled	ccmp_all_nonzero	native	no		5	5	1.0
treatment-str-direct-store	control-disabled	cgroup_skb_hash_chain	native	no		421	421	1.0
treatment-str-direct-store	control-disabled	cilium_ct_nat_tuple_rewrite	native	no		197	197	1.0
treatment-str-direct-store	control-disabled	cilium_policy_guard_tree_filter	native	no		123	124	1.008130081300813
treatment-str-direct-store	control-disabled	cilium_socket_lb_service_select	native	no		329	329	1.0
treatment-str-direct-store	control-disabled	csel_select64	native	no		4	4	1.0
treatment-str-direct-store	control-disabled	flow_5tuple_rss_hash	native	no		18	18	1.0
treatment-str-direct-store	control-disabled	flow_record_field_scan	native	no		108	107	0.9907407407407407
treatment-str-direct-store	control-disabled	katran_lb_consistent_hash_select	native	no		27	28	1.037037037037037
treatment-str-direct-store	control-disabled	ldp_stack_pair	native	no		6	5	0.8333333333333334
treatment-str-direct-store	control-disabled	otel_stack_frame_unwind_scan	native	no		117	117	1.0
treatment-str-direct-store	control-disabled	packed_header_bitfield_decode	native	no		501	502	1.001996007984032
treatment-str-direct-store	control-disabled	packet_checksum_fold	native	no		26111	26071	0.9984680785875685
treatment-str-direct-store	control-disabled	packet_record_bounds_window	native	no		148	148	1.0
treatment-str-direct-store	control-disabled	packet_toeplitz_rss_hash	native	no		372	376	1.010752688172043
treatment-str-direct-store	control-disabled	packet_vlan_tcpopt_parser	native	no		19	18	0.9473684210526315
treatment-str-direct-store	control-disabled	payload_prefix_memcmp_scan	native	no		169	169	1.0
treatment-str-direct-store	control-disabled	simple	native	no		4	4	1.0
treatment-str-direct-store	control-disabled	simple_packet	native	no		4	4	1.0
treatment-str-direct-store	control-disabled	siphash_rotate64_mixer	native	no		44	49	1.1136363636363635
treatment-str-direct-store	control-disabled	sorted_rule_binary_search	native	no		720	719	0.9986111111111111
treatment-str-direct-store	control-disabled	stp_stack_pair	native	yes	STR	5	6	1.2
treatment-str-direct-store	control-disabled	tc_packet_checksum_fold	native	no		26095	26096	1.0000383215175321
treatment-str-direct-store	control-disabled	tetragon_process_event_arg_filter	native	no		275	275	1.0
treatment-str-direct-store	control-disabled	trace_event_type_switch_dispatch	native	no		633	635	1.0031595576619274
treatment-str-direct-store	control-disabled	tracee_http_method_prefix_detect	native	no		39	38	0.9743589743589743
treatment-str-direct-store	control-disabled	tracee_syscall_name_table_lookup	native	no		259	259	1.0
treatment-ldp-stp-pair-mem	control-disabled	arm64_direct_abi_coverage	kernel	no		20	20	1.0
treatment-ldp-stp-pair-mem	control-disabled	bcc_runqlat_log2_histogram_bucket	kernel	no		4001	3987	0.9965008747813047
treatment-ldp-stp-pair-mem	control-disabled	bcc_tcpconnect_ipv4_tuple_filter	kernel	no		320	320	1.0
treatment-ldp-stp-pair-mem	control-disabled	bitmap_popcount_scan	kernel	no		2294	2305	1.0047951176983434
treatment-ldp-stp-pair-mem	control-disabled	bpf_local_call_fanout_dispatch	kernel	no		325	325	1.0
treatment-ldp-stp-pair-mem	control-disabled	bpftrace_comm_key_fnv_hash	kernel	no		1656	1656	1.0
treatment-ldp-stp-pair-mem	control-disabled	bpftrace_string_search_prefix_scan	kernel	no		512	517	1.009765625
treatment-ldp-stp-pair-mem	control-disabled	ccmp_all_nonzero	kernel	no		17	17	1.0
treatment-ldp-stp-pair-mem	control-disabled	cgroup_skb_hash_chain	kernel	no		1039	1039	1.0
treatment-ldp-stp-pair-mem	control-disabled	cilium_ct_nat_tuple_rewrite	kernel	no		474	474	1.0
treatment-ldp-stp-pair-mem	control-disabled	cilium_policy_guard_tree_filter	kernel	no		242	243	1.0041322314049588
treatment-ldp-stp-pair-mem	control-disabled	cilium_socket_lb_service_select	kernel	no		1037	1035	0.9980713596914176
treatment-ldp-stp-pair-mem	control-disabled	csel_select64	kernel	no		28	26	0.9285714285714286
treatment-ldp-stp-pair-mem	control-disabled	flow_5tuple_rss_hash	kernel	no		48	48	1.0
treatment-ldp-stp-pair-mem	control-disabled	flow_record_field_scan	kernel	no		186	186	1.0
treatment-ldp-stp-pair-mem	control-disabled	katran_lb_consistent_hash_select	kernel	no		61	61	1.0
treatment-ldp-stp-pair-mem	control-disabled	ldp_stack_pair	kernel	yes	LDP/STP	21	22	1.0476190476190477
treatment-ldp-stp-pair-mem	control-disabled	otel_stack_frame_unwind_scan	kernel	no		382	381	0.9973821989528796
treatment-ldp-stp-pair-mem	control-disabled	packed_header_bitfield_decode	kernel	no		937	940	1.0032017075773747
treatment-ldp-stp-pair-mem	control-disabled	packet_checksum_fold	kernel	no		33088	33039	0.9985191005802708
treatment-ldp-stp-pair-mem	control-disabled	packet_record_bounds_window	kernel	no		343	343	1.0
treatment-ldp-stp-pair-mem	control-disabled	packet_toeplitz_rss_hash	kernel	no		525	480	0.9142857142857143
treatment-ldp-stp-pair-mem	control-disabled	packet_vlan_tcpopt_parser	kernel	no		45	45	1.0
treatment-ldp-stp-pair-mem	control-disabled	payload_prefix_memcmp_scan	kernel	no		287	286	0.9965156794425087
treatment-ldp-stp-pair-mem	control-disabled	simple	kernel	no		15	13	0.8666666666666667
treatment-ldp-stp-pair-mem	control-disabled	simple_packet	kernel	no		14	13	0.9285714285714286
treatment-ldp-stp-pair-mem	control-disabled	siphash_rotate64_mixer	kernel	no		160	164	1.025
treatment-ldp-stp-pair-mem	control-disabled	sorted_rule_binary_search	kernel	no		1943	2305	1.1863098301595472
treatment-ldp-stp-pair-mem	control-disabled	stp_stack_pair	kernel	yes	LDP/STP	21	20	0.9523809523809523
treatment-ldp-stp-pair-mem	control-disabled	tc_packet_checksum_fold	kernel	no		33038	33042	1.000121072704159
treatment-ldp-stp-pair-mem	control-disabled	tetragon_process_event_arg_filter	kernel	no		524	528	1.0076335877862594
treatment-ldp-stp-pair-mem	control-disabled	trace_event_type_switch_dispatch	kernel	no		680	680	1.0
treatment-ldp-stp-pair-mem	control-disabled	tracee_http_method_prefix_detect	kernel	no		61	62	1.0163934426229508
treatment-ldp-stp-pair-mem	control-disabled	tracee_syscall_name_table_lookup	kernel	no		344	356	1.0348837209302326
treatment-ldp-stp-pair-mem	control-disabled	arm64_direct_abi_coverage	native	no		7	7	1.0
treatment-ldp-stp-pair-mem	control-disabled	bcc_runqlat_log2_histogram_bucket	native	no		2215	2224	1.0040632054176073
treatment-ldp-stp-pair-mem	control-disabled	bcc_tcpconnect_ipv4_tuple_filter	native	no		150	150	1.0
treatment-ldp-stp-pair-mem	control-disabled	bitmap_popcount_scan	native	no		1612	1617	1.0031017369727047
treatment-ldp-stp-pair-mem	control-disabled	bpf_local_call_fanout_dispatch	native	no		115	116	1.008695652173913
treatment-ldp-stp-pair-mem	control-disabled	bpftrace_comm_key_fnv_hash	native	no		1288	1287	0.9992236024844721
treatment-ldp-stp-pair-mem	control-disabled	bpftrace_string_search_prefix_scan	native	no		352	353	1.0028409090909092
treatment-ldp-stp-pair-mem	control-disabled	ccmp_all_nonzero	native	no		5	5	1.0
treatment-ldp-stp-pair-mem	control-disabled	cgroup_skb_hash_chain	native	no		421	421	1.0
treatment-ldp-stp-pair-mem	control-disabled	cilium_ct_nat_tuple_rewrite	native	no		197	197	1.0
treatment-ldp-stp-pair-mem	control-disabled	cilium_policy_guard_tree_filter	native	no		123	124	1.008130081300813
treatment-ldp-stp-pair-mem	control-disabled	cilium_socket_lb_service_select	native	no		329	329	1.0
treatment-ldp-stp-pair-mem	control-disabled	csel_select64	native	no		4	4	1.0
treatment-ldp-stp-pair-mem	control-disabled	flow_5tuple_rss_hash	native	no		18	17	0.9444444444444444
treatment-ldp-stp-pair-mem	control-disabled	flow_record_field_scan	native	no		108	107	0.9907407407407407
treatment-ldp-stp-pair-mem	control-disabled	katran_lb_consistent_hash_select	native	no		27	28	1.037037037037037
treatment-ldp-stp-pair-mem	control-disabled	ldp_stack_pair	native	yes	LDP/STP	6	6	1.0
treatment-ldp-stp-pair-mem	control-disabled	otel_stack_frame_unwind_scan	native	no		117	116	0.9914529914529915
treatment-ldp-stp-pair-mem	control-disabled	packed_header_bitfield_decode	native	no		501	501	1.0
treatment-ldp-stp-pair-mem	control-disabled	packet_checksum_fold	native	no		26111	26267	1.0059744935084831
treatment-ldp-stp-pair-mem	control-disabled	packet_record_bounds_window	native	no		148	148	1.0
treatment-ldp-stp-pair-mem	control-disabled	packet_toeplitz_rss_hash	native	no		372	374	1.0053763440860215
treatment-ldp-stp-pair-mem	control-disabled	packet_vlan_tcpopt_parser	native	no		19	19	1.0
treatment-ldp-stp-pair-mem	control-disabled	payload_prefix_memcmp_scan	native	no		169	169	1.0
treatment-ldp-stp-pair-mem	control-disabled	simple	native	no		4	4	1.0
treatment-ldp-stp-pair-mem	control-disabled	simple_packet	native	no		4	4	1.0
treatment-ldp-stp-pair-mem	control-disabled	siphash_rotate64_mixer	native	no		44	44	1.0
treatment-ldp-stp-pair-mem	control-disabled	sorted_rule_binary_search	native	no		720	727	1.0097222222222222
treatment-ldp-stp-pair-mem	control-disabled	stp_stack_pair	native	yes	LDP/STP	5	6	1.2
treatment-ldp-stp-pair-mem	control-disabled	tc_packet_checksum_fold	native	no		26095	26098	1.0001149645525962
treatment-ldp-stp-pair-mem	control-disabled	tetragon_process_event_arg_filter	native	no		275	275	1.0
treatment-ldp-stp-pair-mem	control-disabled	trace_event_type_switch_dispatch	native	no		633	653	1.0315955766192733
treatment-ldp-stp-pair-mem	control-disabled	tracee_http_method_prefix_detect	native	no		39	38	0.9743589743589743
treatment-ldp-stp-pair-mem	control-disabled	tracee_syscall_name_table_lookup	native	no		259	259	1.0
treatment-csel-cmov	control-disabled	arm64_direct_abi_coverage	kernel	no		20	20	1.0
treatment-csel-cmov	control-disabled	bcc_runqlat_log2_histogram_bucket	kernel	no		4001	3984	0.9957510622344414
treatment-csel-cmov	control-disabled	bcc_tcpconnect_ipv4_tuple_filter	kernel	no		320	328	1.025
treatment-csel-cmov	control-disabled	bitmap_popcount_scan	kernel	no		2294	2291	0.9986922406277245
treatment-csel-cmov	control-disabled	bpf_local_call_fanout_dispatch	kernel	no		325	325	1.0
treatment-csel-cmov	control-disabled	bpftrace_comm_key_fnv_hash	kernel	no		1656	1773	1.0706521739130435
treatment-csel-cmov	control-disabled	bpftrace_string_search_prefix_scan	kernel	no		512	512	1.0
treatment-csel-cmov	control-disabled	ccmp_all_nonzero	kernel	no		17	15	0.8823529411764706
treatment-csel-cmov	control-disabled	cgroup_skb_hash_chain	kernel	no		1039	1039	1.0
treatment-csel-cmov	control-disabled	cilium_ct_nat_tuple_rewrite	kernel	no		474	477	1.0063291139240507
treatment-csel-cmov	control-disabled	cilium_policy_guard_tree_filter	kernel	no		242	242	1.0
treatment-csel-cmov	control-disabled	cilium_socket_lb_service_select	kernel	no		1037	1043	1.0057859209257474
treatment-csel-cmov	control-disabled	csel_select64	kernel	yes	CCMP/CMP/CSET,CSEL	28	26	0.9285714285714286
treatment-csel-cmov	control-disabled	flow_5tuple_rss_hash	kernel	no		48	47	0.9791666666666666
treatment-csel-cmov	control-disabled	flow_record_field_scan	kernel	no		186	186	1.0
treatment-csel-cmov	control-disabled	katran_lb_consistent_hash_select	kernel	no		61	61	1.0
treatment-csel-cmov	control-disabled	ldp_stack_pair	kernel	no		21	20	0.9523809523809523
treatment-csel-cmov	control-disabled	otel_stack_frame_unwind_scan	kernel	no		382	384	1.0052356020942408
treatment-csel-cmov	control-disabled	packed_header_bitfield_decode	kernel	no		937	936	0.9989327641408752
treatment-csel-cmov	control-disabled	packet_checksum_fold	kernel	no		33088	35266	1.0658244680851063
treatment-csel-cmov	control-disabled	packet_record_bounds_window	kernel	no		343	342	0.9970845481049563
treatment-csel-cmov	control-disabled	packet_toeplitz_rss_hash	kernel	no		525	524	0.9980952380952381
treatment-csel-cmov	control-disabled	packet_vlan_tcpopt_parser	kernel	no		45	45	1.0
treatment-csel-cmov	control-disabled	payload_prefix_memcmp_scan	kernel	no		287	287	1.0
treatment-csel-cmov	control-disabled	simple	kernel	no		15	13	0.8666666666666667
treatment-csel-cmov	control-disabled	simple_packet	kernel	no		14	13	0.9285714285714286
treatment-csel-cmov	control-disabled	siphash_rotate64_mixer	kernel	no		160	160	1.0
treatment-csel-cmov	control-disabled	sorted_rule_binary_search	kernel	no		1943	1943	1.0
treatment-csel-cmov	control-disabled	stp_stack_pair	kernel	no		21	19	0.9047619047619048
treatment-csel-cmov	control-disabled	tc_packet_checksum_fold	kernel	no		33038	33206	1.0050850535746716
